production_id,production_date,machine_id,product_id,location_id,shift,units_produced,defect_count,defect_rate,production_hours,production_status
PROD_0106307,2024-07-27,MACH_000397,PROD_00467,LOC_00107,Night,289,9,0.0311,8.98,Completed
PROD_0076003,2023-08-15,MACH_001251,PROD_00070,LOC_00127,Evening,147,1,0.0068,6.24,UNKNOWN
PROD_0068792,2024-03-30,MACH_000013,PROD_02882,LOC_00166,Evening,285,3,0.0105,10.67,Completed
PROD_0012767,2021-06-26,MACH_000359,PROD_02917,LOC_00104,Morning,403,0,0.0,5.1,Completed
PROD_0019927,2023-06-07,MACH_000848,PROD_04746,LOC_00210,Evening,370,7,0.0189,8.15,Completed
PROD_0273966,2025-11-13,MACH_001212,PROD_01465,LOC_00244,Evening,239,7,0.0293,5.17,Completed
PROD_0241738,2024-01-02,MACH_001019,PROD_00373,LOC_00249,Night,177,0,0.0,2.17,Completed
PROD_0279035,2024-10-04,MACH_001085,PROD_04067,LOC_00229,Morning,114,4,0.0351,9.28,Completed
PROD_0078377,2026-06-18,MACH_001323,PROD_01872,LOC_00169,Night,287,8,0.0279,4.69,Completed
PROD_0155646,2023-01-12,MACH_001354,PROD_04299,LOC_00146,Evening,393,2,0.0051,10.25,Failed
PROD_0218033,2025-04-22,MACH_001495,PROD_04293,LOC_00223,Evening,328,12,0.0366,3.5,Completed
PROD_0045279,2025-10-20,MACH_000791,PROD_01669,LOC_00130,Morning,148,6,0.0405,4.11,Completed
PROD_0216932,2023-08-28,MACH_000257,PROD_01690,LOC_00227,Evening,98,0,0.0,8.02,Completed
PROD_0146519,2025-10-14,MACH_000757,PROD_04822,LOC_00100,Morning,310,7,0.0226,10.46,Completed
PROD_0039356,2024-01-01,MACH_000125,PROD_01558,LOC_00103,Night,84,3,0.0357,2.44,Completed
PROD_0083804,2023-10-31,MACH_000364,PROD_00498,LOC_00245,Evening,311,11,0.0354,8.18,In Progress
PROD_0208941,2024-05-23,MACH_001474,PROD_00634,LOC_00042,Night,198,2,0.0101,7.17,Completed
PROD_0203422,2022-08-19,MACH_000709,PROD_00641,LOC_00197,Morning,277,9,0.0325,9.12,Completed
PROD_0163930,2023-08-29,MACH_000898,PROD_02407,LOC_00193,Morning,460,14,0.0304,4.04,Completed
PROD_0293568,2023-04-18,MACH_000411,PROD_04684,LOC_00107,Evening,148,5,0.0338,10.07,Completed
PROD_0220555,2021-03-11,MACH_000768,PROD_02898,LOC_00189,Morning,289,10,0.0346,3.43,Completed
PROD_0195642,2024-07-13,MACH_001385,PROD_03617,LOC_00143,Evening,333,7,0.021,4.88,Completed
PROD_0280058,2024-08-05,MACH_000833,PROD_04487,LOC_00128,Night,151,4,0.0265,4.51,Completed
PROD_0081328,2021-09-25,MACH_000564,PROD_01704,LOC_00091,Night,285,13,0.0456,5.96,Completed
PROD_0042435,2022-04-23,MACH_001192,PROD_02212,LOC_00080,Night,447,13,0.0291,11.38,Completed
PROD_0181109,2024-06-01,MACH_001361,PROD_00030,LOC_00196,Night,176,6,0.0341,5.38,Completed
PROD_0058567,2021-07-15,MACH_001432,PROD_01208,LOC_00242,Night,462,14,0.0303,10.98,Completed
PROD_0188773,2022-03-16,MACH_000890,PROD_01472,LOC_00096,Night,469,19,0.0405,5.05,UNKNOWN
PROD_0236598,2024-06-13,MACH_000238,PROD_03496,LOC_00176,Morning,372,10,0.0269,2.83,Completed
PROD_0186216,2021-03-13,MACH_000929,PROD_04614,LOC_00119,Evening,171,4,0.0234,5.58,Completed
PROD_0289633,2022-12-11,MACH_001214,PROD_04141,LOC_00221,Morning,329,9,0.0274,9.79,Completed
PROD_0189605,2023-08-17,MACH_000773,PROD_03623,LOC_00030,Evening,450,11,0.0244,9.63,Completed
PROD_0027812,2025-12-12,MACH_000559,PROD_02571,LOC_00100,Evening,389,0,0.0,11.43,Completed
PROD_0264005,2021-02-07,MACH_001396,PROD_04690,LOC_00143,Morning,70,2,0.0286,6.92,Completed
PROD_0263574,2023-05-02,MACH_000138,PROD_04238,LOC_00129,Evening,275,12,0.0436,7.74,Completed
PROD_0191857,2022-03-11,MACH_000190,PROD_00344,LOC_00169,Evening,396,8,0.0202,5.7,Completed
PROD_0251855,2021-07-04,MACH_000570,PROD_02453,LOC_00079,Night,97,2,0.0206,8.92,Completed
PROD_0096184,2025-07-11,MACH_000071,PROD_04241,LOC_00123,Morning,375,4,0.0107,3.0,Completed
PROD_0045623,2024-11-29,MACH_001383,PROD_00863,LOC_00023,Morning,232,4,0.0172,9.59,Completed
PROD_0092761,2023-11-22,MACH_000092,PROD_01119,LOC_00146,Morning,132,5,0.0379,8.36,Completed
PROD_0102936,2024-11-07,MACH_000418,PROD_03248,LOC_00114,Night,104,1,0.0096,8.15,Failed
PROD_0194702,2021-10-21,MACH_000302,PROD_03422,LOC_00100,Night,314,7,0.0223,7.9,Completed
PROD_0226341,2022-06-14,MACH_000485,PROD_02593,LOC_00142,Morning,143,2,0.014,6.12,UNKNOWN
PROD_0239330,2024-01-27,MACH_000397,PROD_03365,LOC_00090,Evening,205,5,0.0244,8.97,Completed
PROD_0148264,2023-11-22,MACH_000030,PROD_03024,LOC_00086,Night,301,8,0.0266,11.01,Completed
PROD_0208009,2022-12-27,MACH_000580,PROD_04227,LOC_00047,Evening,208,7,0.0337,6.79,Completed
PROD_0219248,2023-05-22,MACH_000746,PROD_00494,LOC_00043,Evening,379,0,0.0,10.77,Completed
PROD_0216605,2025-05-21,MACH_000094,PROD_04529,LOC_00067,Night,448,14,0.0312,7.77,Completed
PROD_0070150,2021-03-05,MACH_000084,PROD_04235,LOC_00165,Night,198,8,0.0404,4.96,Completed
PROD_0098593,2022-02-24,MACH_000669,PROD_03503,LOC_00132,Night,178,5,0.0281,8.18,Completed
PROD_0141066,2023-01-18,MACH_000092,PROD_02624,LOC_00042,Morning,340,13,0.0382,8.84,Completed
PROD_0181731,2022-10-21,MACH_000907,PROD_04008,LOC_00168,Morning,478,22,0.046,9.24,Completed
PROD_0109342,2021-12-17,MACH_000305,PROD_01022,LOC_00210,Night,497,18,0.0362,5.5,Completed
PROD_0261139,2024-10-09,MACH_000676,PROD_04114,LOC_00080,Morning,417,10,0.024,2.81,Completed
PROD_0105377,2023-04-12,MACH_000794,PROD_00074,LOC_00115,Night,176,5,0.0284,10.03,Completed
PROD_0101072,2025-04-14,MACH_000362,PROD_01336,LOC_00027,Night,118,3,0.0254,10.2,Completed
PROD_0197035,2022-07-05,MACH_000833,PROD_00231,LOC_00039,Night,68,1,0.0147,2.29,Completed
PROD_0189443,2022-10-06,MACH_001334,PROD_03650,LOC_00159,Night,122,3,0.0246,8.73,Completed
PROD_0020764,2021-11-16,MACH_000465,PROD_02271,LOC_00179,Evening,233,7,0.03,9.62,Completed
PROD_0260575,2023-12-23,MACH_000703,PROD_04293,LOC_00201,Morning,418,10,0.0239,6.26,Completed
PROD_0220550,2021-10-25,MACH_001241,PROD_03387,LOC_00202,Evening,182,3,0.0165,4.16,Completed
PROD_0042907,2025-05-13,MACH_001048,PROD_01902,LOC_00229,Evening,130,3,0.0231,6.96,UNKNOWN
PROD_0057059,2021-04-10,MACH_001302,PROD_01308,LOC_00114,Morning,192,7,0.0365,10.73,Completed
PROD_0230914,2026-03-18,MACH_000647,PROD_01450,LOC_00068,Morning,300,5,0.0167,3.29,UNKNOWN
PROD_0020819,2021-12-25,MACH_001058,PROD_02746,LOC_00133,Evening,144,2,0.0139,7.84,UNKNOWN
PROD_0055788,2024-05-17,MACH_001318,PROD_04916,LOC_00198,Morning,333,0,0.0,3.21,In Progress
PROD_0139848,2023-06-30,MACH_000322,PROD_03772,LOC_00065,Evening,242,11,0.0455,9.37,Completed
PROD_0151701,2024-01-15,MACH_000704,PROD_00116,LOC_00039,Evening,122,4,0.0328,9.94,Completed
PROD_0025561,2023-05-30,MACH_000486,PROD_03203,LOC_00103,Evening,465,17,0.0366,4.72,Failed
PROD_0003934,2023-08-26,MACH_001297,PROD_02927,LOC_00120,Night,187,0,0.0,7.41,Completed
PROD_0063923,2024-05-05,MACH_000206,PROD_00616,LOC_00092,Evening,79,0,0.0,2.53,Completed
PROD_0247224,2023-07-22,MACH_001002,PROD_01273,LOC_00177,Morning,306,11,0.0359,5.22,Completed
PROD_0087936,2021-06-28,MACH_000716,PROD_04916,LOC_00107,Evening,171,3,0.0175,11.05,Completed
PROD_0154108,2023-04-03,MACH_000565,PROD_04374,LOC_00119,Evening,126,5,0.0397,6.0,Failed
PROD_0293255,2024-02-05,MACH_000772,PROD_00855,LOC_00133,Night,343,1,0.0029,9.4,Completed
PROD_0025858,2024-06-15,MACH_000719,PROD_03610,LOC_00088,Evening,354,10,0.0282,4.31,Completed
PROD_0066768,2023-08-29,MACH_000737,PROD_00828,LOC_00061,Morning,350,13,0.0371,8.15,Failed
PROD_0264374,2022-12-08,MACH_001035,PROD_04062,LOC_00187,Night,201,9,0.0448,8.86,Completed
PROD_0101550,2023-01-18,MACH_001035,PROD_03934,LOC_00208,Night,108,2,0.0185,11.27,Completed
PROD_0191801,2022-09-25,MACH_000377,PROD_01600,LOC_00234,Morning,286,11,0.0385,8.66,Completed
PROD_0100260,2023-05-30,MACH_000693,PROD_02161,LOC_00086,Evening,462,21,0.0455,4.35,Completed
PROD_0007124,2021-12-04,MACH_000702,PROD_02382,LOC_00117,Night,306,11,0.0359,6.53,Completed
PROD_0256450,2023-06-25,MACH_001337,PROD_03044,LOC_00225,Night,216,7,0.0324,10.51,Completed
PROD_0217682,2024-07-01,MACH_001002,PROD_04583,LOC_00209,Evening,74,0,0.0,9.71,Failed
PROD_0166572,2024-12-03,MACH_000121,PROD_04095,LOC_00042,Evening,179,5,0.0279,8.67,Completed
PROD_0232872,2026-05-11,MACH_001106,PROD_02378,LOC_00237,Night,172,0,0.0,6.13,Failed
PROD_0098711,2021-01-22,MACH_001491,PROD_01459,LOC_00045,Morning,50,1,0.02,9.22,Completed
PROD_0192921,2025-02-01,MACH_000117,PROD_01064,LOC_00083,Evening,438,18,0.0411,3.19,Completed
PROD_0159319,2025-08-02,MACH_000133,PROD_01048,LOC_00170,Night,82,3,0.0366,7.42,Completed
PROD_0040433,2024-04-16,MACH_000762,PROD_00221,LOC_00123,Night,207,4,0.0193,2.74,Completed
PROD_0167009,2026-01-06,MACH_001480,PROD_00283,LOC_00066,Evening,190,2,0.0105,8.88,Completed
PROD_0058676,2022-07-26,MACH_001401,PROD_01521,LOC_00096,Night,262,8,0.0305,5.58,UNKNOWN
PROD_0237377,2025-10-18,MACH_000949,PROD_04638,LOC_00086,Night,333,4,0.012,8.65,Completed
PROD_0156829,2021-09-01,MACH_001063,PROD_03534,LOC_00072,Morning,222,10,0.045,4.26,In Progress
PROD_0275871,2023-05-01,MACH_001156,PROD_03198,LOC_00156,Morning,126,5,0.0397,3.23,Completed
PROD_0174634,2026-02-17,MACH_000314,PROD_04893,LOC_00095,Night,476,15,0.0315,4.88,Completed
PROD_0004245,2025-04-25,MACH_000463,PROD_03335,LOC_00077,Night,381,16,0.042,8.33,UNKNOWN
PROD_0048151,2023-05-12,MACH_000371,PROD_03410,LOC_00087,Night,445,19,0.0427,11.65,Completed
PROD_0116566,2021-11-26,MACH_000268,PROD_00667,LOC_00040,Evening,251,11,0.0438,5.85,Completed
PROD_0216413,2024-07-26,MACH_000794,PROD_01929,LOC_00023,Evening,172,2,0.0116,5.2,Failed
PROD_0143372,2021-12-22,MACH_000896,PROD_04005,LOC_00201,Evening,156,1,0.0064,4.28,Completed
PROD_0016607,2021-02-02,MACH_000392,PROD_04727,LOC_00156,Night,96,2,0.0208,2.84,Completed
PROD_0229997,2023-03-29,MACH_000953,PROD_01119,LOC_00034,Morning,496,9,0.0181,9.41,Completed
PROD_0069690,2021-12-08,MACH_001169,PROD_02605,LOC_00165,Evening,186,4,0.0215,7.09,Completed
PROD_0084175,2022-09-26,MACH_000290,PROD_04474,LOC_00059,Evening,56,0,0.0,7.13,Completed
PROD_0060776,2021-10-31,MACH_000834,PROD_01878,LOC_00125,Night,69,0,0.0,6.03,Completed
PROD_0143769,2022-11-03,MACH_001071,PROD_01336,LOC_00090,Morning,320,10,0.0312,7.15,Completed
PROD_0032857,2022-06-05,MACH_000002,PROD_01349,LOC_00006,Night,359,15,0.0418,6.46,Completed
PROD_0248232,2022-03-17,MACH_001171,PROD_01461,LOC_00047,Morning,498,3,0.006,4.0,Completed
PROD_0056409,2025-11-01,MACH_001007,PROD_03076,LOC_00208,Night,151,2,0.0132,10.17,Completed
PROD_0058325,2026-01-06,MACH_000234,PROD_03577,LOC_00117,Night,82,2,0.0244,6.15,Completed
PROD_0079716,2024-11-12,MACH_000799,PROD_03373,LOC_00135,Morning,258,0,0.0,4.37,Completed
PROD_0051285,2021-12-14,MACH_000314,PROD_04492,LOC_00005,Night,159,6,0.0377,3.62,Completed
PROD_0130681,2024-02-13,MACH_001092,PROD_04265,LOC_00211,Night,55,0,0.0,11.72,Completed
PROD_0097272,2024-04-19,MACH_000274,PROD_01001,LOC_00192,Morning,439,14,0.0319,5.8,Completed
PROD_0247610,2021-05-01,MACH_000365,PROD_03605,LOC_00246,Morning,234,8,0.0342,11.45,Completed
PROD_0101952,2023-03-06,MACH_001014,PROD_01100,LOC_00139,Night,255,6,0.0235,7.32,Completed
PROD_0192979,2024-02-28,MACH_001079,PROD_00711,LOC_00243,Night,115,0,0.0,2.88,Completed
PROD_0092618,2024-12-19,MACH_001044,PROD_03595,LOC_00171,Morning,159,5,0.0314,5.36,Completed
PROD_0181565,2023-02-04,MACH_000620,PROD_04724,LOC_00165,Morning,413,14,0.0339,10.94,Completed
PROD_0142316,2022-08-25,MACH_000879,PROD_04561,LOC_00190,Night,208,9,0.0433,7.71,Completed
PROD_0126786,2023-08-11,MACH_001076,PROD_00915,LOC_00239,Night,444,18,0.0405,4.69,Completed
PROD_0103363,2024-11-17,MACH_000665,PROD_01752,LOC_00178,Morning,206,8,0.0388,4.0,Completed
PROD_0141341,2024-07-28,MACH_000131,PROD_04889,LOC_00006,Night,184,7,0.038,6.73,Completed
PROD_0211460,2022-05-30,MACH_000131,PROD_04692,LOC_00155,Morning,93,3,0.0323,6.17,Completed
PROD_0257116,2024-08-31,MACH_000643,PROD_02836,LOC_00217,Night,368,10,0.0272,8.24,Completed
PROD_0271127,2022-06-02,MACH_001211,PROD_01117,LOC_00039,Morning,424,4,0.0094,3.76,Completed
PROD_0051820,2021-01-07,MACH_000918,PROD_03585,LOC_00100,Night,341,3,0.0088,3.74,Completed
PROD_0124925,2022-08-14,MACH_000385,PROD_02235,LOC_00055,Evening,66,0,0.0,10.87,Completed
PROD_0272717,2021-08-23,MACH_000065,PROD_04305,LOC_00247,Morning,67,2,0.0299,2.04,Completed
PROD_0194377,2022-05-22,MACH_000244,PROD_00078,LOC_00229,Morning,117,3,0.0256,6.77,In Progress
PROD_0140366,2024-12-10,MACH_001178,PROD_03487,LOC_00144,Evening,175,2,0.0114,11.23,In Progress
PROD_0195147,2022-09-28,MACH_000246,PROD_00045,LOC_00197,Morning,64,1,0.0156,2.18,Completed
PROD_0091255,2021-09-04,MACH_000500,PROD_03619,LOC_00226,Evening,444,16,0.036,6.3,Completed
PROD_0292404,2024-07-22,MACH_000574,PROD_00844,LOC_00188,Evening,412,0,0.0,3.3,Completed
PROD_0103244,2022-04-23,MACH_000001,PROD_01661,LOC_00228,Morning,313,14,0.0447,10.24,Completed
PROD_0084643,2024-11-14,MACH_000329,PROD_03661,LOC_00012,Morning,169,1,0.0059,7.44,Completed
PROD_0053656,2024-11-30,MACH_001174,PROD_02385,LOC_00240,Evening,183,4,0.0219,3.96,Completed
PROD_0114997,2024-08-30,MACH_001419,PROD_02037,LOC_00116,Evening,267,12,0.0449,4.48,Completed
PROD_0150109,2021-02-01,MACH_001382,PROD_01776,LOC_00006,Night,479,8,0.0167,5.53,Completed
PROD_0183563,2022-01-16,MACH_001454,PROD_04891,LOC_00204,Night,166,3,0.0181,9.74,Completed
PROD_0147888,2022-06-03,MACH_000461,PROD_04035,LOC_00229,Evening,70,1,0.0143,3.3,Completed
PROD_0223070,2021-04-06,MACH_000211,PROD_04485,LOC_00182,Night,489,17,0.0348,2.83,Completed
PROD_0114191,2023-10-13,MACH_001466,PROD_01455,LOC_00119,Morning,99,1,0.0101,8.58,Completed
PROD_0258021,2021-06-05,MACH_001039,PROD_03763,LOC_00188,Evening,177,6,0.0339,3.84,UNKNOWN
PROD_0268757,2022-08-29,MACH_001276,PROD_02910,LOC_00115,Night,187,5,0.0267,5.63,Completed
PROD_0140411,2026-06-08,MACH_001054,PROD_01096,LOC_00131,Evening,288,0,0.0,3.55,Completed
PROD_0005507,2022-12-21,MACH_000981,PROD_02538,LOC_00249,Morning,397,4,0.0101,2.18,Completed
PROD_0011083,2021-03-15,MACH_000449,PROD_00642,LOC_00093,Evening,428,3,0.007,9.97,Completed
PROD_0071410,2024-03-21,MACH_000556,PROD_04036,LOC_00141,Evening,384,11,0.0286,5.41,Failed
PROD_0046913,2021-06-17,MACH_000394,PROD_04962,LOC_00116,Morning,250,8,0.032,10.53,Completed
PROD_0194434,2024-11-28,MACH_000914,PROD_02413,LOC_00029,Night,488,15,0.0307,7.97,Completed
PROD_0276642,2025-07-08,MACH_000550,PROD_03194,LOC_00053,Morning,347,11,0.0317,5.35,Completed
PROD_0020356,2022-12-09,MACH_000604,PROD_03832,LOC_00162,Morning,450,6,0.0133,2.43,Completed
PROD_0241141,2025-01-09,MACH_000948,PROD_01931,LOC_00179,Evening,314,1,0.0032,8.34,Completed
PROD_0108214,2023-09-24,MACH_000081,PROD_03735,LOC_00001,Morning,435,0,0.0,7.11,Completed
PROD_0188352,2026-01-19,MACH_000468,PROD_00414,LOC_00035,Night,216,1,0.0046,10.36,In Progress
PROD_0139757,2024-09-21,MACH_000480,PROD_02726,LOC_00080,Evening,265,11,0.0415,6.49,In Progress
PROD_0012007,2025-09-06,MACH_001290,PROD_02422,LOC_00073,Morning,319,12,0.0376,3.38,Completed
PROD_0126178,2024-03-08,MACH_000571,PROD_01950,LOC_00221,Morning,271,4,0.0148,3.83,Completed
PROD_0074431,2026-02-22,MACH_001340,PROD_00125,LOC_00133,Night,196,5,0.0255,2.81,Completed
PROD_0158561,2021-07-03,MACH_000013,PROD_01275,LOC_00074,Night,425,7,0.0165,5.98,Completed
PROD_0051342,2023-08-20,MACH_000604,PROD_04577,LOC_00041,Morning,439,0,0.0,12.0,Completed
PROD_0130690,2024-04-10,MACH_000759,PROD_01432,LOC_00246,Evening,241,10,0.0415,5.41,Completed
PROD_0255716,2023-12-15,MACH_001232,PROD_00205,LOC_00062,Night,444,15,0.0338,7.79,Completed
PROD_0103436,2023-03-25,MACH_001106,PROD_02533,LOC_00038,Morning,390,12,0.0308,3.68,Completed
PROD_0001175,2021-01-16,MACH_000077,PROD_00816,LOC_00154,Evening,122,0,0.0,5.82,Completed
PROD_0204694,2025-05-17,MACH_001483,PROD_01357,LOC_00201,Night,387,7,0.0181,2.66,Completed
PROD_0083359,2025-11-12,MACH_001076,PROD_02583,LOC_00011,Night,314,4,0.0127,10.39,Completed
PROD_0090219,2021-01-25,MACH_000230,PROD_00757,LOC_00127,Night,298,4,0.0134,5.48,UNKNOWN
PROD_0208036,2023-12-22,MACH_001176,PROD_02319,LOC_00016,Evening,185,8,0.0432,7.81,Completed
PROD_0129578,2022-11-21,MACH_001299,PROD_04571,LOC_00092,Morning,95,0,0.0,11.53,Completed
PROD_0288919,2021-11-19,MACH_001244,PROD_03098,LOC_00182,Evening,309,4,0.0129,7.05,Completed
PROD_0224329,2021-07-08,MACH_000350,PROD_02646,LOC_00067,Morning,157,5,0.0318,9.38,In Progress
PROD_0239339,2022-03-09,MACH_000004,PROD_01603,LOC_00111,Morning,497,7,0.0141,9.57,Completed
PROD_0237244,2025-06-22,MACH_000896,PROD_04835,LOC_00233,Morning,401,11,0.0274,9.63,Completed
PROD_0192948,2024-03-20,MACH_000174,PROD_04665,LOC_00051,Morning,139,4,0.0288,4.58,Completed
PROD_0011491,2021-11-12,MACH_000776,PROD_04649,LOC_00143,Evening,492,18,0.0366,5.72,Completed
PROD_0089778,2021-01-04,MACH_000889,PROD_04848,LOC_00149,Evening,459,6,0.0131,4.52,Completed
PROD_0273020,2026-04-03,MACH_000187,PROD_03373,LOC_00064,Night,188,2,0.0106,5.06,Completed
PROD_0268396,2025-07-23,MACH_001029,PROD_01722,LOC_00002,Morning,364,4,0.011,5.2,UNKNOWN
PROD_0259890,2025-09-23,MACH_000764,PROD_00932,LOC_00003,Night,67,2,0.0299,11.42,Completed
PROD_0028742,2024-06-16,MACH_000332,PROD_00491,LOC_00164,Night,471,2,0.0042,7.34,In Progress
PROD_0126214,2024-06-30,MACH_000731,PROD_02521,LOC_00102,Night,370,14,0.0378,6.48,Completed
PROD_0199661,2021-07-15,MACH_000676,PROD_02090,LOC_00161,Morning,443,16,0.0361,4.76,Completed
PROD_0229155,2022-12-06,MACH_000285,PROD_04427,LOC_00057,Evening,342,1,0.0029,9.06,In Progress
PROD_0282075,2023-10-31,MACH_001202,PROD_04578,LOC_00221,Evening,149,1,0.0067,4.41,Completed
PROD_0087262,2023-09-24,MACH_000415,PROD_01503,LOC_00150,Night,128,2,0.0156,4.43,Completed
PROD_0136668,2021-10-14,MACH_000902,PROD_02778,LOC_00244,Night,449,17,0.0379,8.47,Completed
PROD_0164599,2023-06-12,MACH_000672,PROD_03742,LOC_00165,Morning,406,2,0.0049,7.65,Completed
PROD_0226479,2023-09-06,MACH_000391,PROD_00235,LOC_00217,Evening,73,2,0.0274,6.55,Completed
PROD_0036246,2021-02-23,MACH_000634,PROD_01703,LOC_00177,Night,225,0,0.0,8.43,Completed
PROD_0253786,2026-05-08,MACH_001293,PROD_03374,LOC_00100,Evening,120,4,0.0333,8.3,Completed
PROD_0035594,2024-09-22,MACH_000787,PROD_02333,LOC_00206,Evening,470,11,0.0234,8.29,Completed
PROD_0249804,2025-03-29,MACH_000369,PROD_00046,LOC_00120,Night,305,0,0.0,10.37,Completed
PROD_0070402,2021-03-09,MACH_000422,PROD_02442,LOC_00223,Morning,397,9,0.0227,9.11,Failed
PROD_0233704,2026-04-25,MACH_000873,PROD_03125,LOC_00155,Morning,219,1,0.0046,9.65,Completed
PROD_0280897,2023-09-08,MACH_001074,PROD_02086,LOC_00233,Night,386,6,0.0155,4.21,Failed
PROD_0229575,2025-01-30,MACH_000634,PROD_00728,LOC_00247,Night,389,5,0.0129,9.49,Completed
PROD_0087909,2024-11-21,MACH_000459,PROD_01478,LOC_00239,Evening,66,0,0.0,3.28,In Progress
PROD_0213737,2024-06-26,MACH_000286,PROD_02983,LOC_00220,Morning,446,6,0.0135,6.56,Completed
PROD_0176118,2024-03-12,MACH_000386,PROD_01373,LOC_00220,Night,65,0,0.0,2.21,Completed
PROD_0147410,2021-06-15,MACH_000625,PROD_02456,LOC_00107,Evening,258,8,0.031,6.21,Completed
PROD_0020676,2025-01-19,MACH_000705,PROD_02178,LOC_00212,Night,477,8,0.0168,6.26,Completed
PROD_0285173,2024-07-07,MACH_000551,PROD_00556,LOC_00151,Night,487,19,0.039,7.26,In Progress
PROD_0215854,2026-02-05,MACH_001490,PROD_01937,LOC_00242,Morning,155,5,0.0323,10.07,Completed
PROD_0005538,2023-12-08,MACH_000574,PROD_02179,LOC_00071,Night,461,21,0.0456,3.64,UNKNOWN
PROD_0138810,2022-01-26,MACH_001395,PROD_02264,LOC_00114,Night,209,0,0.0,6.3,Completed
PROD_0138071,2022-04-14,MACH_001243,PROD_01159,LOC_00127,Evening,177,4,0.0226,2.07,Completed
PROD_0279199,2024-02-19,MACH_001016,PROD_02388,LOC_00077,Morning,382,16,0.0419,8.04,In Progress
PROD_0199978,2022-09-03,MACH_001445,PROD_00217,LOC_00164,Night,187,8,0.0428,10.73,Completed
PROD_0256630,2024-03-21,MACH_000177,PROD_03272,LOC_00103,Night,93,0,0.0,4.46,Completed
PROD_0111656,2022-03-23,MACH_000211,PROD_03791,LOC_00081,Morning,404,8,0.0198,8.66,Failed
PROD_0161383,2026-04-01,MACH_000118,PROD_04152,LOC_00119,Morning,73,2,0.0274,11.92,Completed
PROD_0254250,2026-06-27,MACH_000039,PROD_02259,LOC_00165,Night,456,3,0.0066,2.17,Completed
PROD_0259084,2024-03-23,MACH_000089,PROD_01310,LOC_00135,Evening,114,4,0.0351,10.46,Completed
PROD_0176214,2021-05-14,MACH_000199,PROD_00709,LOC_00037,Night,346,5,0.0145,7.59,Completed
PROD_0159981,2022-04-29,MACH_000572,PROD_03982,LOC_00015,Night,137,0,0.0,9.65,Completed
PROD_0039446,2026-05-12,MACH_000540,PROD_00564,LOC_00152,Morning,138,4,0.029,10.13,Completed
PROD_0179374,2023-03-24,MACH_000393,PROD_01166,LOC_00121,Night,173,7,0.0405,2.56,Completed
PROD_0105615,2022-08-17,MACH_000642,PROD_02808,LOC_00149,Night,461,10,0.0217,2.76,Completed
PROD_0178738,2022-08-16,MACH_001364,PROD_03184,LOC_00173,Night,426,20,0.0469,10.98,Completed
PROD_0237227,2021-06-06,MACH_000235,PROD_01949,LOC_00094,Morning,153,6,0.0392,6.83,UNKNOWN
PROD_0029355,2024-12-20,MACH_000111,PROD_02274,LOC_00137,Night,78,0,0.0,4.7,Completed
PROD_0089545,2023-05-09,MACH_001493,PROD_00297,LOC_00211,Night,118,2,0.0169,3.38,Completed
PROD_0018953,2021-03-27,MACH_000526,PROD_02712,LOC_00028,Night,260,7,0.0269,3.01,Completed
PROD_0213112,2022-03-15,MACH_001185,PROD_00441,LOC_00243,Night,404,3,0.0074,5.47,Completed
PROD_0036362,2023-03-29,MACH_001212,PROD_01261,LOC_00219,Night,182,8,0.044,10.04,Completed
PROD_0262627,2025-03-29,MACH_000786,PROD_01325,LOC_00061,Night,203,7,0.0345,9.91,Completed
PROD_0224952,2025-11-29,MACH_001263,PROD_03882,LOC_00007,Morning,394,17,0.0431,10.28,Completed
PROD_0263836,2021-04-04,MACH_000625,PROD_04122,LOC_00075,Evening,166,0,0.0,4.01,Completed
PROD_0054194,2021-03-12,MACH_001456,PROD_00244,LOC_00061,Night,323,14,0.0433,6.47,Completed
PROD_0195605,2022-12-03,MACH_000956,PROD_04741,LOC_00024,Evening,227,4,0.0176,11.82,Completed
PROD_0226893,2024-08-22,MACH_000378,PROD_02230,LOC_00139,Night,422,20,0.0474,6.11,Completed
PROD_0130186,2024-04-30,MACH_000868,PROD_04341,LOC_00142,Morning,468,3,0.0064,6.36,Completed
PROD_0025108,2023-06-30,MACH_000188,PROD_02142,LOC_00134,Morning,451,1,0.0022,5.54,Completed
PROD_0092895,2026-05-26,MACH_001208,PROD_03172,LOC_00151,Night,350,12,0.0343,5.54,Completed
PROD_0104484,2021-05-21,MACH_000448,PROD_02510,LOC_00084,Night,101,0,0.0,9.23,Completed
PROD_0194198,2024-09-26,MACH_000046,PROD_04201,LOC_00038,Evening,418,10,0.0239,4.65,Completed
PROD_0048855,2026-04-13,MACH_000302,PROD_03005,LOC_00088,Evening,371,8,0.0216,11.64,Completed
PROD_0039977,2025-05-17,MACH_000383,PROD_01006,LOC_00230,Night,302,2,0.0066,2.48,UNKNOWN
PROD_0074503,2025-01-22,MACH_000644,PROD_04381,LOC_00010,Morning,460,17,0.037,10.62,Completed
PROD_0208238,2025-01-07,MACH_001403,PROD_02942,LOC_00024,Evening,362,7,0.0193,5.78,Completed
PROD_0077440,2022-01-21,MACH_000167,PROD_00851,LOC_00065,Night,221,6,0.0271,3.7,Completed
PROD_0128828,2026-05-11,MACH_001131,PROD_03068,LOC_00207,Evening,309,10,0.0324,7.1,Completed
PROD_0237877,2021-05-31,MACH_000652,PROD_04787,LOC_00199,Morning,369,7,0.019,9.45,Completed
