transaction_id,transaction_date,account_id,department,transaction_type,amount,currency,vendor,payment_status
FIN_0296882,2024-06-15,ACC_00194,Engineering,Revenue,86902.07,EUR,Weaver Inc,Completed
FIN_0227565,2025-11-21,ACC_00470,Marketing,Revenue,26375.77,EUR,"Schroeder, Wilkinson and Daniels",Completed
FIN_0290483,2023-10-13,ACC_00207,Finance,Revenue,44642.04,EUR,Burnett Group,Completed
FIN_0447901,2024-11-10,ACC_00336,Operations,Revenue,86047.4,USD,"Schroeder, Ford and Jarvis",Completed
FIN_0442963,2021-05-28,ACC_00059,Operations,Payroll,18068.88,SEK,Smith-Ball,Completed
FIN_0431447,2024-02-14,ACC_00468,Finance,Operating Expense,21822.89,USD,"Lewis, Kennedy and Rose",Pending
FIN_0432287,2022-03-03,ACC_00215,Marketing,Operating Expense,151.36,EUR,Jones LLC,Completed
FIN_0368960,2025-03-28,ACC_00116,Engineering,Revenue,37786.05,INR,Harris PLC,Completed
FIN_0150674,2025-04-05,ACC_00096,Marketing,Purchase,48333.47,USD,Flores PLC,Completed
FIN_0179515,2022-11-02,ACC_00200,Supply Chain,Purchase,22998.37,SEK,UNKNOWN,Completed
FIN_0008078,2022-02-11,ACC_00348,Operations,Revenue,58669.2,EUR,Bonilla LLC,Completed
FIN_0378173,2022-04-03,ACC_00332,Manufacturing,Operating Expense,5936.12,USD,"Bailey, Reed and Hunt",Completed
FIN_0137229,2025-07-21,ACC_00494,Information Technology,Purchase,3773.34,EUR,Hood Ltd,Completed
FIN_0282952,2022-01-14,ACC_00433,Engineering,Revenue,67730.15,EUR,"Brown, Arnold and Davis",Completed
FIN_0498707,2022-07-26,ACC_00399,Engineering,Purchase,22794.23,SEK,Mcmahon Ltd,Completed
FIN_0178252,2022-11-22,ACC_00407,Operations,Operating Expense,15603.11,USD,"Myers, Ellison and Flores",Completed
FIN_0383213,2021-09-30,ACC_00210,Human Resources,Payroll,9490.01,SEK,Price-Ray,Completed
FIN_0325061,2021-03-31,ACC_00255,Operations,Purchase,44292.76,EUR,Richardson PLC,Completed
FIN_0448868,2021-06-09,ACC_00272,Engineering,Operating Expense,22470.83,USD,Morse-West,Completed
FIN_0048047,2025-07-01,ACC_00495,Manufacturing,Revenue,21544.42,USD,"Brown, Davenport and Hodges",Completed
FIN_0301854,2026-06-02,ACC_00489,Finance,Revenue,62638.24,USD,"Wilson, Patterson and Skinner",Completed
FIN_0474538,2025-12-12,ACC_00169,Operations,Payroll,27621.92,USD,Harris Ltd,Completed
FIN_0392115,2023-10-08,ACC_00191,Engineering,Purchase,47723.67,EUR,Davis-Montgomery,Completed
FIN_0420272,2022-02-19,ACC_00230,Marketing,Purchase,4444.51,SEK,Miller-Santiago,Completed
FIN_0051635,2022-11-18,ACC_00184,Supply Chain,Purchase,6983.29,INR,Compton-Miller,Failed
FIN_0330624,2023-06-13,ACC_00208,Information Technology,Revenue,73849.7,SEK,Brown-Hernandez,Completed
FIN_0150133,2026-03-24,ACC_00330,Manufacturing,Revenue,17175.58,EUR,Ewing-Lawrence,Completed
FIN_0133164,2026-01-05,ACC_00341,Sales,Purchase,39610.75,USD,Saunders-Payne,Failed
FIN_0306628,2022-10-04,ACC_00323,Supply Chain,Revenue,93986.97,INR,"Higgins, White and Wallace",Completed
FIN_0472878,2025-01-16,ACC_00316,Engineering,Payroll,20424.52,SEK,Green-Peterson,Completed
FIN_0130742,2026-06-27,ACC_00297,Sales,Revenue,42491.49,EUR,Martin-Ortiz,Completed
FIN_0381412,2024-08-04,ACC_00442,Information Technology,Revenue,23483.36,INR,Douglas Group,Completed
FIN_0062418,2022-09-12,ACC_00116,Operations,Operating Expense,37966.57,SEK,"Green, Murray and Smith",Completed
FIN_0091615,2025-09-11,ACC_00137,Supply Chain,Operating Expense,29184.3,USD,Nelson PLC,Completed
FIN_0353182,2021-02-19,ACC_00218,Finance,Purchase,26881.71,INR,Cruz-Galvan,Completed
FIN_0119326,2021-02-23,ACC_00049,Operations,Revenue,30568.18,SEK,Smith PLC,Completed
FIN_0430901,2024-12-07,ACC_00194,Information Technology,Purchase,14944.82,SEK,Johnson-Johnson,Completed
FIN_0090039,2021-11-23,ACC_00331,Operations,Revenue,97318.47,INR,"Reid, Kemp and Gonzales",Completed
FIN_0468371,2023-09-20,ACC_00476,Operations,Revenue,25475.99,SEK,Gill-Johnson,Pending
FIN_0365381,2024-10-05,ACC_00139,Finance,Revenue,3370.02,INR,"Bowman, Nelson and Lawrence",Completed
FIN_0229559,2023-09-10,ACC_00309,Operations,Revenue,74404.03,INR,Black and Sons,Completed
FIN_0147412,2025-01-03,ACC_00319,Engineering,Purchase,13754.81,USD,Williams LLC,Completed
FIN_0238313,2026-02-20,ACC_00380,Human Resources,Revenue,43866.75,USD,Barrera-Gardner,Completed
FIN_0301131,2022-03-23,ACC_00320,Manufacturing,Operating Expense,14845.01,SEK,Baker Group,Completed
FIN_0277354,2023-05-02,ACC_00341,Supply Chain,Revenue,40890.59,EUR,"Buckley, Brooks and Russell",Completed
FIN_0409908,2026-05-23,ACC_00356,Human Resources,Purchase,5708.74,SEK,Jordan-Logan,Completed
FIN_0069295,2026-05-02,ACC_00001,Supply Chain,Payroll,7036.75,EUR,"Silva, Brown and Rogers",Pending
FIN_0376014,2021-03-08,ACC_00403,Manufacturing,Revenue,79601.14,USD,Huffman-Parker,Completed
FIN_0336386,2025-04-13,ACC_00126,Manufacturing,Revenue,59802.65,INR,Wright-Horton,Completed
FIN_0467525,2021-08-17,ACC_00280,Supply Chain,Revenue,64663.14,INR,"Peterson, Wiley and Williams",Completed
FIN_0087150,2024-02-06,ACC_00314,Manufacturing,Payroll,26695.22,SEK,"Hoffman, Carpenter and Travis",Completed
FIN_0271079,2022-03-11,ACC_00171,Engineering,Purchase,25624.02,EUR,Cook PLC,Pending
FIN_0150262,2021-10-25,ACC_00420,Engineering,Payroll,46331.35,INR,Carney-Trujillo,Completed
FIN_0396286,2025-06-29,ACC_00137,Finance,Operating Expense,3987.38,SEK,"Bennett, Gallagher and Nguyen",Completed
FIN_0331429,2022-12-06,ACC_00076,Supply Chain,Revenue,12775.1,USD,"Ballard, Jones and Costa",Completed
FIN_0038957,2024-09-29,ACC_00261,Human Resources,Purchase,14160.99,SEK,Villanueva Group,Completed
FIN_0015774,2021-05-27,ACC_00279,Engineering,Revenue,16629.03,INR,UNKNOWN,Completed
FIN_0354977,2025-01-31,ACC_00113,Operations,Revenue,56513.17,INR,"Douglas, Brown and Mcbride",Completed
FIN_0372505,2023-05-29,ACC_00301,Manufacturing,Operating Expense,35503.7,USD,Barrett Group,Completed
FIN_0292596,2026-05-28,ACC_00004,Manufacturing,Payroll,39364.9,SEK,"Figueroa, Thomas and Burch",Completed
FIN_0139416,2026-05-14,ACC_00368,Operations,Purchase,2303.88,EUR,Carney-Gill,Completed
FIN_0008342,2025-06-16,ACC_00426,Sales,Revenue,92464.65,SEK,"Brown, Lewis and Parsons",Completed
FIN_0169708,2024-02-14,ACC_00121,Human Resources,Operating Expense,3974.87,SEK,"Patton, Jordan and Keller",Completed
FIN_0433389,2025-09-05,ACC_00135,Engineering,Revenue,63066.47,EUR,"Cooper, Sosa and Willis",Completed
FIN_0227076,2023-09-17,ACC_00277,Marketing,Revenue,95132.78,EUR,Fuentes Group,Completed
FIN_0442622,2026-02-03,ACC_00442,Operations,Investment,37070.14,INR,"Mann, Santiago and Logan",Completed
FIN_0068490,2024-01-24,ACC_00364,Marketing,Payroll,44860.53,EUR,Sanchez Group,Completed
FIN_0424433,2023-12-30,ACC_00427,Operations,Revenue,78445.18,INR,Thomas PLC,Completed
FIN_0415931,2021-11-15,ACC_00278,Engineering,Revenue,49062.2,SEK,Larsen-Pratt,Completed
FIN_0375955,2024-03-28,ACC_00017,Information Technology,Operating Expense,23948.22,INR,Rich Group,Completed
FIN_0357485,2025-12-17,ACC_00454,Marketing,Operating Expense,30117.72,EUR,"Proctor, Madden and Smith",Completed
FIN_0424686,2022-10-30,ACC_00012,Information Technology,Purchase,12794.31,USD,"Torres, Glover and Palmer",Completed
FIN_0008650,2022-10-19,ACC_00460,Human Resources,Operating Expense,27154.68,EUR,"Briggs, Freeman and Chen",Completed
FIN_0074548,2024-01-15,ACC_00210,Sales,Payroll,31919.41,SEK,Anderson Inc,Completed
FIN_0354799,2024-03-20,ACC_00230,Human Resources,Revenue,94492.74,EUR,Barajas LLC,Completed
FIN_0405040,2022-10-06,ACC_00031,Engineering,Purchase,7914.88,EUR,Henderson Inc,Completed
FIN_0230413,2025-10-04,ACC_00252,Sales,Revenue,93370.31,SEK,"Riley, Lyons and Holmes",Completed
FIN_0250088,2022-02-28,ACC_00122,Marketing,Revenue,48902.26,SEK,King-Huber,Completed
FIN_0283531,2024-03-04,ACC_00094,Sales,Revenue,55792.44,USD,Brooks-Johnson,Completed
FIN_0339001,2024-09-11,ACC_00074,Engineering,Revenue,58530.01,EUR,"Jenkins, Hatfield and Sanders",Completed
FIN_0470141,2023-08-31,ACC_00061,Marketing,Revenue,20366.23,SEK,Thornton Ltd,Completed
FIN_0173732,2021-11-13,ACC_00090,Engineering,Purchase,20903.05,INR,Simpson PLC,Pending
FIN_0351655,2021-07-31,ACC_00036,Information Technology,Revenue,67878.64,USD,Guzman-Lynn,Failed
FIN_0056320,2025-11-20,ACC_00178,Engineering,Purchase,18540.19,INR,"Hernandez, Williams and Montgomery",Pending
FIN_0142485,2025-04-28,ACC_00056,Supply Chain,Revenue,47084.17,INR,Stein-Cruz,Completed
FIN_0194068,2024-10-13,ACC_00374,Manufacturing,Investment,23255.14,INR,Mills Group,Completed
FIN_0410319,2021-01-30,ACC_00205,Operations,Purchase,29969.14,INR,Johnson LLC,Completed
FIN_0140329,2022-06-14,ACC_00159,Marketing,Investment,7100.8,USD,Wallace Ltd,Completed
FIN_0042494,2021-12-21,ACC_00216,Operations,Payroll,22516.75,INR,Smith Inc,Completed
FIN_0355136,2021-10-17,ACC_00245,Information Technology,Purchase,19171.37,USD,Cox-Kirby,Completed
FIN_0440963,2023-06-24,ACC_00428,Operations,Purchase,20309.41,USD,Gardner and Sons,Failed
FIN_0037419,2024-02-06,ACC_00260,Marketing,Payroll,9216.51,EUR,"Gamble, Hart and Martinez",Completed
FIN_0325366,2026-04-23,ACC_00490,Sales,Operating Expense,1578.77,SEK,Smith-Bell,Completed
FIN_0151104,2022-10-14,ACC_00063,Operations,Revenue,74808.39,SEK,Bowen and Sons,Completed
FIN_0074346,2024-12-29,ACC_00266,Engineering,Purchase,42359.61,USD,Miller-Baker,Completed
FIN_0062341,2023-02-12,ACC_00379,Sales,Payroll,14645.2,USD,"Valdez, Marshall and Kelley",Completed
FIN_0396686,2025-05-15,ACC_00458,Sales,Revenue,16562.83,EUR,"Stanley, Sellers and Stewart",Completed
FIN_0029360,2025-10-01,ACC_00234,Finance,Revenue,2641.61,USD,Copeland LLC,Completed
FIN_0285046,2024-02-10,ACC_00086,Information Technology,Purchase,13502.81,EUR,Patterson PLC,Completed
FIN_0070664,2025-03-17,ACC_00124,Operations,Revenue,1286.48,SEK,Hart LLC,Completed
FIN_0226088,2021-09-28,ACC_00136,Marketing,Operating Expense,7666.57,SEK,Santana-Perez,Completed
FIN_0280743,2024-04-05,ACC_00459,Manufacturing,Revenue,8938.38,INR,Herrera Group,Pending
FIN_0155850,2024-04-15,ACC_00091,Sales,Purchase,44424.59,EUR,White PLC,Pending
FIN_0168801,2025-10-31,ACC_00255,Marketing,Purchase,39065.54,INR,Johnson Group,Completed
FIN_0047483,2022-05-28,ACC_00132,Human Resources,Revenue,99345.16,SEK,UNKNOWN,Completed
FIN_0093130,2024-06-23,ACC_00446,Engineering,Payroll,17847.43,SEK,Sandoval-Kemp,Completed
FIN_0466799,2022-08-13,ACC_00044,Sales,Purchase,10667.93,INR,"Phillips, Cox and Harrington",Pending
FIN_0440355,2023-11-27,ACC_00369,Operations,Revenue,16676.25,EUR,Oliver Ltd,Completed
FIN_0145098,2026-03-06,ACC_00470,Human Resources,Purchase,14134.2,INR,Richardson LLC,Completed
FIN_0123838,2025-08-20,ACC_00415,Sales,Revenue,67119.16,USD,"Rogers, Mendoza and Smith",Completed
FIN_0310261,2025-11-01,ACC_00454,Supply Chain,Payroll,37369.67,INR,Johnson Group,Completed
FIN_0044799,2021-03-12,ACC_00431,Operations,Revenue,58859.03,USD,UNKNOWN,Completed
FIN_0365198,2021-02-14,ACC_00219,Human Resources,Purchase,30178.54,EUR,Weber Inc,Completed
FIN_0218882,2025-10-13,ACC_00341,Operations,Revenue,74823.25,USD,"Sullivan, Case and Phillips",Completed
FIN_0295655,2023-09-05,ACC_00171,Supply Chain,Purchase,17033.34,EUR,"Ferguson, Watts and Brown",Pending
FIN_0464700,2021-08-05,ACC_00454,Manufacturing,Purchase,49474.08,USD,"Lee, Wilson and Barker",Completed
FIN_0465150,2025-01-20,ACC_00424,Sales,Purchase,35489.26,USD,"Roberts, Perkins and Martin",Completed
FIN_0116647,2023-12-16,ACC_00054,Manufacturing,Investment,14882.25,USD,Kelley-Peterson,Completed
FIN_0419808,2024-04-29,ACC_00070,Sales,Revenue,95797.6,USD,Gallagher LLC,Pending
FIN_0086667,2024-10-09,ACC_00164,Engineering,Purchase,46010.87,EUR,Foley LLC,Completed
FIN_0346801,2026-03-11,ACC_00164,Information Technology,Purchase,26040.79,SEK,Costa Inc,Completed
FIN_0308170,2025-07-27,ACC_00404,Finance,Operating Expense,11095.86,EUR,Miller-Adams,Completed
FIN_0490754,2024-12-13,ACC_00085,Finance,Purchase,32334.12,USD,"Pittman, Taylor and Diaz",Completed
FIN_0004823,2025-07-30,ACC_00406,Marketing,Revenue,64144.0,EUR,Wilson-Carpenter,Completed
FIN_0489942,2023-05-05,ACC_00224,Engineering,Purchase,33391.9,INR,Taylor-Quinn,Pending
FIN_0340213,2024-08-09,ACC_00297,Manufacturing,Purchase,26207.17,USD,Chen-Pearson,Completed
FIN_0451729,2021-12-12,ACC_00381,Supply Chain,Revenue,80166.69,EUR,Mcclain PLC,Completed
FIN_0244899,2025-06-17,ACC_00288,Supply Chain,Purchase,17780.68,EUR,Lambert-Blake,Completed
FIN_0033915,2023-04-11,ACC_00238,Finance,Revenue,71594.13,INR,Cooley Group,Completed
FIN_0201049,2024-01-04,ACC_00003,Finance,Revenue,41952.17,SEK,"Juarez, Benton and Bowman",Completed
FIN_0427597,2024-02-11,ACC_00334,Human Resources,Payroll,37550.86,USD,Walker LLC,Completed
FIN_0224526,2025-02-12,ACC_00103,Marketing,Operating Expense,42402.2,USD,Moore-Nelson,Completed
FIN_0192578,2023-03-27,ACC_00162,Finance,Revenue,85419.73,INR,UNKNOWN,Completed
FIN_0420637,2023-12-28,ACC_00343,Marketing,Operating Expense,17696.73,INR,Lang Inc,Completed
FIN_0439982,2021-03-15,ACC_00408,Information Technology,Revenue,29314.19,USD,Poole-Hayes,Completed
FIN_0035450,2021-05-12,ACC_00246,Manufacturing,Payroll,27077.19,EUR,Steele-Davis,Completed
FIN_0240069,2021-04-22,ACC_00061,Manufacturing,Revenue,37044.18,SEK,"Wolfe, Spencer and Rhodes",Completed
FIN_0442640,2025-04-22,ACC_00458,Marketing,Revenue,56292.59,EUR,"Garcia, Anderson and Brown",Completed
FIN_0088477,2021-04-27,ACC_00048,Supply Chain,Operating Expense,16215.4,INR,Wilcox-Olson,Completed
FIN_0461841,2022-02-25,ACC_00357,Finance,Investment,49933.2,USD,"Medina, Shepard and Blackwell",Completed
FIN_0432026,2023-03-12,ACC_00081,Finance,Purchase,48261.3,INR,"Marshall, Gibson and Ellison",Completed
FIN_0036016,2025-01-10,ACC_00369,Information Technology,Payroll,17069.69,USD,Kemp-Hamilton,Completed
FIN_0421582,2024-03-16,ACC_00101,Marketing,Revenue,72991.13,USD,Lee-Boone,Completed
FIN_0243024,2024-11-12,ACC_00323,Information Technology,Purchase,9231.27,INR,Green-Gonzalez,Completed
FIN_0225577,2025-12-27,ACC_00145,Sales,Payroll,40271.66,USD,Delacruz-Ellis,Completed
FIN_0285735,2023-08-22,ACC_00210,Human Resources,Purchase,13767.0,EUR,"Wilson, Parker and Hughes",Completed
FIN_0187533,2024-05-15,ACC_00076,Engineering,Purchase,37851.1,SEK,Baker and Sons,Completed
FIN_0134160,2023-08-31,ACC_00201,Operations,Purchase,26509.65,SEK,"Escobar, Meyer and Peters",Pending
FIN_0440340,2022-01-07,ACC_00131,Finance,Revenue,74467.45,USD,"Lowe, Vega and Pittman",Pending
FIN_0205753,2024-08-16,ACC_00021,Operations,Revenue,64468.92,USD,UNKNOWN,Completed
FIN_0491702,2024-02-15,ACC_00378,Operations,Payroll,26083.05,SEK,Hines Ltd,Completed
FIN_0446144,2026-01-22,ACC_00394,Finance,Purchase,27920.63,SEK,Meyer LLC,Completed
FIN_0130892,2022-10-20,ACC_00282,Operations,Revenue,4555.01,EUR,"Jacobs, Morgan and Duffy",Completed
FIN_0279066,2023-06-04,ACC_00129,Sales,Revenue,12005.5,EUR,"Reid, Bradley and Daniels",Completed
FIN_0447466,2024-01-14,ACC_00212,Finance,Payroll,4718.09,EUR,Mcdonald PLC,Completed
FIN_0044520,2021-07-25,ACC_00273,Supply Chain,Revenue,9918.47,EUR,Newton-Harris,Completed
FIN_0305475,2021-03-03,ACC_00051,Finance,Operating Expense,26844.55,SEK,Hines LLC,Completed
FIN_0368669,2025-07-20,ACC_00274,Human Resources,Purchase,8774.6,INR,Keith Group,Completed
FIN_0406201,2026-01-28,ACC_00057,Human Resources,Purchase,42989.95,SEK,Conrad and Sons,Completed
FIN_0239083,2026-04-01,ACC_00011,Sales,Payroll,6418.0,SEK,"Glover, Miller and Carroll",Completed
FIN_0015898,2022-01-03,ACC_00200,Engineering,Operating Expense,19285.84,EUR,Mckenzie-Fleming,Completed
FIN_0078539,2023-09-29,ACC_00038,Manufacturing,Revenue,86043.03,SEK,Hess Inc,Completed
FIN_0355081,2021-02-14,ACC_00402,Finance,Payroll,29542.06,INR,"Marks, Cox and Warren",Completed
FIN_0219193,2025-07-29,ACC_00002,Sales,Payroll,49394.28,SEK,Wagner-Randolph,Completed
FIN_0230323,2021-11-30,ACC_00273,Engineering,Payroll,25536.75,EUR,"Flores, Alexander and Good",Completed
FIN_0370567,2021-01-24,ACC_00448,Manufacturing,Payroll,21560.04,INR,Mckinney Group,Completed
FIN_0303937,2025-10-22,ACC_00445,Sales,Revenue,87254.27,EUR,Herrera-Booker,Completed
FIN_0182888,2021-03-15,ACC_00164,Sales,Operating Expense,2822.66,INR,Jackson-Thompson,Completed
FIN_0041382,2026-05-06,ACC_00261,Information Technology,Operating Expense,35504.85,INR,Martin and Sons,Completed
FIN_0297338,2021-03-30,ACC_00062,Marketing,Operating Expense,46113.3,SEK,Lewis-Wright,Completed
FIN_0143688,2026-01-26,ACC_00167,Marketing,Purchase,18773.52,EUR,"Parker, Cox and Oliver",Completed
FIN_0381911,2022-05-07,ACC_00362,Manufacturing,Operating Expense,29807.0,EUR,Mendoza PLC,Completed
FIN_0030973,2024-03-13,ACC_00051,Marketing,Revenue,51302.18,INR,Allen-Martin,Completed
FIN_0321786,2024-12-28,ACC_00468,Sales,Purchase,48260.02,INR,Hall-Campbell,Completed
FIN_0152585,2025-05-11,ACC_00196,Operations,Payroll,5282.94,EUR,"Wilson, Gillespie and White",Completed
FIN_0114006,2023-04-18,ACC_00407,Engineering,Revenue,60042.38,SEK,Archer-English,Completed
FIN_0211019,2023-07-23,ACC_00126,Marketing,Revenue,86071.41,USD,Stanley and Sons,Pending
FIN_0232511,2026-04-30,ACC_00239,Marketing,Purchase,25160.51,SEK,Peterson-Hill,Completed
FIN_0074664,2026-05-18,ACC_00182,Operations,Investment,12767.58,EUR,Ball Inc,Completed
FIN_0295976,2025-09-16,ACC_00107,Human Resources,Revenue,28462.92,EUR,Sanders Ltd,Completed
FIN_0491224,2025-03-19,ACC_00025,Operations,Purchase,3237.78,EUR,Johnson Inc,Completed
FIN_0467907,2021-10-11,ACC_00192,Engineering,Revenue,29678.22,USD,Burke and Sons,Completed
FIN_0336974,2023-08-23,ACC_00107,Sales,Revenue,42537.07,EUR,Burns LLC,Completed
FIN_0331946,2023-12-30,ACC_00343,Operations,Revenue,16907.26,INR,Jacobs-Robinson,Completed
FIN_0335107,2023-04-14,ACC_00177,Supply Chain,Operating Expense,32048.76,USD,Carr and Sons,Completed
FIN_0063931,2025-12-08,ACC_00226,Sales,Revenue,99553.97,EUR,Bryant-Cruz,Completed
FIN_0423118,2023-09-14,ACC_00418,Sales,Revenue,96122.9,INR,Johnson Inc,Completed
FIN_0280705,2022-11-06,ACC_00301,Information Technology,Revenue,37767.54,SEK,"Flores, Chang and Ware",Completed
FIN_0479363,2022-08-02,ACC_00177,Engineering,Payroll,8520.96,SEK,Owen-Stone,Completed
FIN_0333631,2023-06-24,ACC_00497,Human Resources,Purchase,32174.12,USD,Moore and Sons,Pending
FIN_0496937,2025-12-21,ACC_00104,Supply Chain,Purchase,44373.23,INR,Randolph-Barron,Pending
FIN_0428065,2021-04-18,ACC_00229,Information Technology,Operating Expense,10212.77,SEK,"King, Romero and Walton",Pending
FIN_0372755,2021-03-27,ACC_00437,Finance,Purchase,17043.49,USD,Gardner LLC,Completed
FIN_0200785,2024-03-03,ACC_00034,Manufacturing,Purchase,2130.12,INR,Quinn-Lewis,Completed
FIN_0422008,2025-10-27,ACC_00054,Sales,Revenue,35484.91,USD,Dunlap-Smith,Completed
FIN_0316732,2026-02-03,ACC_00163,Human Resources,Payroll,3967.13,INR,Trujillo-Villegas,Completed
FIN_0056506,2023-09-17,ACC_00208,Marketing,Payroll,18373.91,INR,Walter-Davis,Completed
FIN_0474109,2023-01-14,ACC_00126,Human Resources,Investment,39633.4,EUR,Cox LLC,Completed
FIN_0108901,2024-05-18,ACC_00030,Information Technology,Revenue,25092.88,SEK,"Tate, Taylor and Peters",Completed
FIN_0392674,2024-06-15,ACC_00310,Operations,Payroll,32373.44,EUR,Pham Ltd,Completed
FIN_0397815,2026-01-12,ACC_00333,Finance,Purchase,40663.34,EUR,Hamilton-Lowe,Completed
FIN_0206166,2022-03-11,ACC_00434,Manufacturing,Payroll,29370.25,INR,"Davis, Thomas and Holmes",Completed
FIN_0398485,2022-11-13,ACC_00026,Supply Chain,Revenue,11879.56,USD,"Carson, Chen and Smith",Completed
FIN_0179983,2024-08-22,ACC_00026,Human Resources,Investment,34725.35,INR,"Ruiz, Sullivan and Kane",Completed
FIN_0028991,2025-08-04,ACC_00344,Information Technology,Operating Expense,20026.15,INR,"Smith, Santiago and Reed",Completed
FIN_0376353,2024-03-02,ACC_00443,Information Technology,Revenue,63684.44,USD,"Vasquez, Burns and Gibson",Completed
FIN_0233275,2023-06-09,ACC_00392,Operations,Purchase,41246.33,SEK,Dixon and Sons,Completed
FIN_0066430,2026-01-30,ACC_00346,Marketing,Revenue,24558.06,USD,Jones Ltd,Completed
FIN_0423113,2025-04-13,ACC_00084,Human Resources,Revenue,50422.64,SEK,"Henderson, Bell and Williams",Completed
FIN_0342454,2025-07-24,ACC_00491,Operations,Operating Expense,41071.09,SEK,"Austin, Moore and Hardy",Completed
FIN_0416126,2025-06-18,ACC_00030,Marketing,Revenue,6965.11,EUR,Lindsey Inc,Completed
FIN_0034269,2026-04-20,ACC_00090,Sales,Payroll,39320.1,INR,Cooper-Fuller,Completed
FIN_0348740,2022-07-30,ACC_00226,Manufacturing,Operating Expense,46871.77,EUR,"Huerta, Mullins and Weber",Completed
FIN_0249758,2023-07-28,ACC_00108,Human Resources,Revenue,40551.05,EUR,Jensen PLC,Completed
FIN_0173949,2022-01-26,ACC_00045,Supply Chain,Revenue,76979.64,USD,"Knapp, Moreno and Li",Completed
FIN_0245459,2026-06-09,ACC_00423,Engineering,Payroll,8561.23,EUR,Ramirez Ltd,Completed
FIN_0047522,2021-06-29,ACC_00077,Finance,Revenue,81666.45,SEK,Patel Group,Completed
FIN_0313494,2021-08-21,ACC_00148,Operations,Operating Expense,6197.66,EUR,UNKNOWN,Completed
FIN_0193763,2022-07-16,ACC_00129,Information Technology,Revenue,84922.78,USD,"Johnson, Lopez and Coleman",Completed
FIN_0247133,2021-05-10,ACC_00449,Finance,Purchase,44664.67,USD,Morgan-Dorsey,Completed
FIN_0117264,2022-10-03,ACC_00157,Marketing,Revenue,56504.03,INR,Sanders Inc,Completed
FIN_0022071,2022-05-28,ACC_00175,Supply Chain,Payroll,34945.99,INR,Brown-Jones,Pending
FIN_0358807,2024-02-01,ACC_00095,Operations,Revenue,91653.54,USD,"Payne, Guerrero and Cox",Completed
FIN_0387595,2026-06-22,ACC_00109,Marketing,Purchase,43017.63,INR,Nguyen-Oneill,Completed
FIN_0029137,2024-12-02,ACC_00093,Human Resources,Purchase,24552.56,USD,Bailey Inc,Completed
FIN_0017246,2023-03-14,ACC_00020,Manufacturing,Revenue,79391.53,SEK,Allen and Sons,Completed
FIN_0113405,2021-06-09,ACC_00388,Human Resources,Purchase,529.96,SEK,Walker-Fowler,Completed
FIN_0302734,2023-06-12,ACC_00001,Marketing,Operating Expense,46908.91,EUR,Garcia Inc,Completed
FIN_0106278,2025-02-22,ACC_00473,Engineering,Revenue,94111.34,USD,UNKNOWN,Completed
FIN_0280474,2023-12-06,ACC_00205,Engineering,Revenue,93832.82,INR,"Reed, Wu and Adkins",Completed
FIN_0136829,2025-06-16,ACC_00446,Supply Chain,Revenue,16947.24,INR,Kramer Inc,Completed
FIN_0281548,2021-10-22,ACC_00386,Marketing,Payroll,14894.76,EUR,"Diaz, Riggs and Stevens",Completed
FIN_0160299,2024-07-26,ACC_00342,Operations,Operating Expense,14150.89,USD,Romero-Rivera,Completed
FIN_0346523,2026-01-17,ACC_00083,Information Technology,Revenue,37116.74,EUR,"Scott, Williams and Stewart",Completed
FIN_0004047,2021-05-14,ACC_00457,Supply Chain,Payroll,8805.85,SEK,Finley Ltd,Completed
FIN_0275611,2025-04-20,ACC_00101,Operations,Operating Expense,501.09,INR,"Murray, Burke and Smith",Completed
FIN_0163878,2025-08-26,ACC_00101,Finance,Revenue,94047.94,SEK,Duran-Stewart,Completed
FIN_0357242,2022-12-07,ACC_00155,Manufacturing,Investment,27258.85,INR,"Gonzalez, Thomas and Mcbride",Completed
FIN_0292722,2023-02-14,ACC_00159,Engineering,Purchase,7934.16,INR,"Mendoza, Jimenez and Flores",Pending
FIN_0184686,2021-01-25,ACC_00074,Human Resources,Purchase,12006.61,INR,"Young, Boyd and Green",Failed
FIN_0420513,2021-06-29,ACC_00133,Marketing,Revenue,58208.92,INR,Castaneda and Sons,Completed
FIN_0141529,2022-04-07,ACC_00170,Sales,Revenue,79337.78,SEK,"Larson, Sparks and Maldonado",Completed
FIN_0332548,2026-01-12,ACC_00022,Supply Chain,Revenue,41223.34,USD,UNKNOWN,Completed
FIN_0014378,2021-01-22,ACC_00405,Human Resources,Payroll,36164.48,EUR,Hansen Group,Completed
FIN_0158665,2021-02-26,ACC_00428,Manufacturing,Purchase,41280.33,USD,Morris and Sons,Completed
FIN_0188556,2022-02-03,ACC_00276,Engineering,Operating Expense,32186.25,SEK,Copeland Inc,Completed
FIN_0355091,2026-05-24,ACC_00106,Information Technology,Payroll,37570.34,INR,Oliver-Jones,Pending
FIN_0112233,2021-11-23,ACC_00258,Operations,Purchase,46424.71,USD,Melendez Inc,Completed
FIN_0231112,2025-07-31,ACC_00239,Human Resources,Purchase,22417.34,USD,"Cox, Coleman and Chandler",Completed
FIN_0167188,2023-12-11,ACC_00484,Supply Chain,Purchase,32030.8,SEK,Cooper Inc,Pending
FIN_0047912,2021-08-30,ACC_00259,Human Resources,Operating Expense,26808.09,INR,"Wilson, Franco and Becker",Completed
