transaction_id,customer_id,product_id,location_id,transaction_date,quantity,unit_price,discount_percentage,revenue,sales_channel
TXN_00106833,CUST_012131,PROD_02424,LOC_0010,2022-12-03,10,6866.54,5.0,65232.13,Direct Sales
TXN_00481419,CUST_007272,PROD_04049,LOC_0240,2026-05-06,16,1715.22,10.0,24699.17,Retail
TXN_00123705,CUST_018710,PROD_03715,LOC_0112,2025-09-25,1,6381.98,10.0,5743.78,Retail
TXN_00216543,CUST_015336,PROD_02747,LOC_0096,2025-04-16,6,9670.58,15.0,49319.96,Partner
TXN_00462208,CUST_036242,PROD_00763,LOC_0209,2022-02-09,7,8707.44,10.0,54856.87,Online
TXN_00051672,CUST_009703,PROD_01658,LOC_0116,2025-12-15,19,7959.02,0.0,151221.38,Partner
TXN_00162531,CUST_039939,PROD_04824,LOC_0151,2022-05-07,4,3457.78,20.0,11064.9,Partner
TXN_00284633,CUST_029219,PROD_02391,LOC_0026,2021-05-09,2,8254.24,10.0,14857.63,Retail
TXN_00464952,CUST_017527,PROD_03268,LOC_0249,2024-05-25,7,9107.74,5.0,60566.47,Online
TXN_00058948,CUST_027379,PROD_03312,LOC_0224,2023-02-20,5,6242.88,10.0,28092.96,Direct Sales
TXN_00363647,CUST_008806,PROD_03844,LOC_0006,2021-10-29,14,1034.91,20.0,11590.99,Retail
TXN_00270476,CUST_018830,PROD_02261,LOC_0045,2024-09-28,13,4092.91,20.0,42566.26,Direct Sales
TXN_00242121,CUST_033288,PROD_01140,LOC_0002,2026-02-17,19,8747.5,20.0,132962.0,Online
TXN_00076222,CUST_044761,PROD_02665,LOC_0161,2026-03-02,17,689.38,10.0,10547.51,Retail
TXN_00053723,CUST_010260,PROD_01929,LOC_0218,2025-04-29,10,8503.27,5.0,80781.06,Direct Sales
TXN_00177107,CUST_009027,PROD_01653,LOC_0151,2024-05-08,17,6356.29,15.0,91848.39,Online
TXN_00239210,CUST_045641,PROD_01141,LOC_0239,2025-02-11,13,9500.18,0.0,123502.34,Retail
TXN_00339932,,PROD_03100,LOC_0039,2023-05-12,5,1012.95,0.0,5064.75,Direct Sales
TXN_00405352,CUST_006471,PROD_03724,LOC_0199,2021-08-02,10,5030.04,15.0,42755.34,Retail
TXN_00351424,CUST_023242,PROD_02969,LOC_0237,2024-07-24,13,1718.08,15.0,18984.78,Partner
TXN_00364346,CUST_005924,PROD_04528,LOC_0078,2021-07-06,18,528.88,20.0,7615.87,Partner
TXN_00095497,CUST_042102,PROD_04027,LOC_0148,2026-06-02,17,3176.66,0.0,54003.22,Partner
TXN_00316919,CUST_040122,PROD_01711,LOC_0187,2021-04-12,18,9563.51,0.0,172143.18,Direct Sales
TXN_00489814,CUST_013556,PROD_02588,LOC_0164,2021-07-11,2,5312.15,10.0,9561.87,Online
TXN_00366703,CUST_014886,PROD_02678,LOC_0147,2026-03-12,9,7648.32,20.0,55067.9,Direct Sales
TXN_00064750,CUST_000748,PROD_03510,LOC_0222,2021-02-10,15,9333.53,10.0,126002.66,Partner
TXN_00203767,CUST_010153,PROD_04958,LOC_0049,2021-07-29,3,7493.86,20.0,17985.26,Online
TXN_00137033,CUST_013194,PROD_00309,LOC_0084,2021-07-12,1,1180.45,0.0,1180.45,Online
TXN_00380258,CUST_016720,PROD_02629,LOC_0122,2022-03-26,7,5365.42,10.0,33802.15,Partner
TXN_00422540,CUST_023882,PROD_00668,LOC_0173,2023-04-12,4,608.45,0.0,2433.8,Partner
TXN_00226816,CUST_039315,PROD_03815,LOC_0200,2024-10-19,8,9725.17,5.0,73911.29,Direct Sales
TXN_00166771,CUST_039560,PROD_04554,LOC_0213,2021-11-18,14,7311.58,15.0,87007.8,Partner
TXN_00429134,,PROD_04274,LOC_0196,2021-09-03,13,6440.26,5.0,79537.21,Direct Sales
TXN_00353922,CUST_039703,PROD_00360,LOC_0042,2024-09-17,6,9457.99,10.0,51073.15,Online
TXN_00357582,CUST_024097,PROD_03561,LOC_0198,2022-04-13,4,5428.88,10.0,19543.97,Partner
TXN_00271295,CUST_045753,PROD_01471,LOC_0134,2021-06-21,2,1039.25,5.0,1974.57,Direct Sales
TXN_00444773,CUST_040349,PROD_04713,LOC_0208,2026-04-05,19,3975.08,5.0,71750.19,Direct Sales
TXN_00002012,CUST_028291,PROD_02885,LOC_0102,2026-05-05,8,4756.44,0.0,38051.52,Direct Sales
TXN_00008835,CUST_007123,PROD_04012,LOC_0023,2026-02-15,2,8808.1,10.0,15854.58,Direct Sales
TXN_00490869,CUST_037608,PROD_04457,LOC_0228,2022-02-15,10,5540.8,15.0,47096.8,Retail
TXN_00481356,CUST_016757,PROD_00779,LOC_0033,2023-10-08,4,4661.73,10.0,16782.23,Online
TXN_00491904,CUST_002310,PROD_04449,LOC_0019,2025-12-29,9,4938.07,10.0,39998.37,Retail
TXN_00461832,CUST_045922,PROD_02053,LOC_0177,2024-09-17,19,7175.01,5.0,129508.93,Direct Sales
TXN_00067169,CUST_045758,PROD_00901,LOC_0134,2024-09-14,1,9433.23,20.0,7546.58,Retail
TXN_00172694,CUST_014060,PROD_01875,LOC_0248,2026-05-04,10,9900.69,20.0,79205.52,Partner
TXN_00479976,CUST_013630,PROD_02487,LOC_0237,2022-11-27,4,970.8,15.0,3300.72,Retail
TXN_00456992,CUST_006930,PROD_02560,LOC_0072,2025-10-29,18,7060.77,20.0,101675.09,Retail
TXN_00364030,CUST_044390,PROD_04542,LOC_0148,2023-01-02,1,949.62,0.0,949.62,Retail
TXN_00222915,CUST_028240,PROD_04712,LOC_0098,2021-02-06,4,2248.89,0.0,8995.56,Online
TXN_00098808,CUST_041948,PROD_02093,LOC_0143,2021-01-09,12,3792.3,5.0,43232.22,Partner
TXN_00444999,CUST_000643,PROD_04062,LOC_0083,2021-08-01,15,6867.76,10.0,92714.76,Direct Sales
TXN_00132377,CUST_023486,PROD_04343,LOC_0026,2025-04-03,14,7952.16,0.0,111330.24,Online
TXN_00300154,CUST_011352,PROD_01018,LOC_0156,2024-01-24,10,970.19,20.0,7761.52,Partner
TXN_00341441,CUST_000049,PROD_01525,LOC_0108,2023-04-02,6,2280.62,5.0,12999.53,Direct Sales
TXN_00223741,CUST_013781,PROD_00921,LOC_0154,2022-01-27,12,5068.8,10.0,54743.04,Online
TXN_00272728,CUST_040331,PROD_00925,LOC_0131,2023-01-07,17,9552.02,10.0,146145.91,Direct Sales
TXN_00091176,CUST_044532,PROD_00522,LOC_0145,2024-10-14,11,8353.5,20.0,73510.8,Direct Sales
TXN_00457027,CUST_013006,PROD_02922,LOC_0206,2022-02-21,13,755.67,20.0,7858.97,Direct Sales
TXN_00069510,CUST_041319,PROD_03663,LOC_0214,2022-05-03,15,9962.74,0.0,149441.1,Online
TXN_00021040,CUST_025250,PROD_02495,LOC_0065,2023-09-22,4,3996.73,20.0,12789.54,Retail
TXN_00194542,CUST_040025,PROD_04560,LOC_0179,2021-07-11,5,6173.53,0.0,30867.65,Retail
TXN_00155778,CUST_043716,PROD_00092,LOC_0098,2022-02-08,15,2295.81,5.0,32715.29,Retail
TXN_00495015,CUST_036114,PROD_01667,LOC_0203,2024-03-24,9,6966.08,10.0,56425.25,Retail
TXN_00321940,CUST_026303,PROD_03134,LOC_0105,2025-11-28,17,749.78,0.0,12746.26,Retail
TXN_00157516,CUST_038575,PROD_00041,LOC_0090,2024-03-29,6,5258.63,5.0,29974.19,Partner
TXN_00138774,CUST_008800,PROD_04909,LOC_0042,2021-07-24,4,6103.26,10.0,21971.74,Direct Sales
TXN_00000089,CUST_037679,PROD_04176,LOC_0118,2021-07-02,13,9701.8,20.0,100898.72,Online
TXN_00099302,CUST_042683,PROD_04888,LOC_0005,2024-08-09,6,6792.96,20.0,32606.21,Direct Sales
TXN_00369054,CUST_011507,PROD_04061,LOC_0107,2023-06-30,4,4534.42,0.0,18137.68,Retail
TXN_00334832,CUST_003488,PROD_04010,LOC_0122,2024-02-09,9,3715.07,0.0,33435.63,Online
TXN_00402641,CUST_023447,PROD_03539,LOC_0204,2021-12-20,8,5814.94,10.0,41867.57,Direct Sales
TXN_00412320,CUST_036347,PROD_00450,LOC_0045,2025-03-10,10,3884.36,5.0,36901.42,Online
TXN_00124685,CUST_004741,PROD_00115,LOC_0087,2024-09-10,2,9285.32,10.0,16713.58,Direct Sales
TXN_00292502,CUST_027735,PROD_04573,LOC_0146,2023-12-25,12,1701.85,15.0,17358.87,Direct Sales
TXN_00341762,CUST_019283,PROD_03956,LOC_0083,2023-03-15,14,6771.27,20.0,75838.22,Partner
TXN_00166310,CUST_001382,PROD_04289,LOC_0114,2022-06-18,18,4921.76,0.0,88591.68,Direct Sales
TXN_00066982,CUST_002009,PROD_00661,LOC_0032,2024-05-06,1,3550.11,0.0,3550.11,Retail
TXN_00185967,,PROD_00400,LOC_0169,2021-06-10,19,7433.39,20.0,112987.53,Retail
TXN_00258598,CUST_007999,PROD_00746,LOC_0239,2021-06-07,6,1091.64,5.0,6222.35,Online
TXN_00360765,CUST_027356,PROD_00267,LOC_0061,2026-06-03,1,103.84,20.0,83.07,Online
TXN_00215643,CUST_007841,PROD_04356,LOC_0223,2025-09-02,8,6125.68,5.0,46555.17,Direct Sales
TXN_00395720,CUST_035146,PROD_04275,LOC_0165,2025-06-21,17,4601.57,10.0,70404.02,Retail
TXN_00214382,CUST_038366,PROD_00316,LOC_0117,2021-08-14,11,1808.34,15.0,16907.98,Retail
TXN_00118897,CUST_001983,PROD_03008,LOC_0125,2025-08-06,2,7306.25,15.0,12420.62,Online
TXN_00162648,CUST_024601,PROD_01428,LOC_0062,2025-12-26,10,6719.43,0.0,67194.3,Direct Sales
TXN_00041124,CUST_039412,PROD_04237,LOC_0022,2025-12-07,13,685.73,0.0,8914.49,Online
TXN_00305254,CUST_015200,PROD_00790,LOC_0030,2025-04-12,19,3709.49,20.0,56384.25,Partner
TXN_00022716,CUST_039467,PROD_03241,LOC_0120,2022-03-13,10,8281.44,15.0,70392.24,Direct Sales
TXN_00007715,CUST_003461,PROD_02393,LOC_0138,2026-01-14,12,5822.92,20.0,55900.03,Partner
TXN_00054517,CUST_046886,PROD_00366,LOC_0222,2022-11-23,10,3861.36,15.0,32821.56,Direct Sales
TXN_00000892,CUST_035140,PROD_03087,LOC_0217,2023-05-02,16,8139.57,0.0,130233.12,Retail
TXN_00286710,CUST_003515,PROD_01219,LOC_0091,2021-05-04,4,5816.95,5.0,22104.41,Direct Sales
TXN_00244481,CUST_026476,PROD_02053,LOC_0222,2024-06-02,12,1206.28,10.0,13027.82,Direct Sales
TXN_00063159,CUST_045725,PROD_01248,LOC_0172,2026-05-02,12,5810.26,0.0,69723.12,Online
TXN_00356678,CUST_047478,PROD_03381,LOC_0197,2021-01-20,19,7003.77,5.0,126418.05,Direct Sales
TXN_00221754,CUST_025286,PROD_01391,LOC_0023,2022-02-02,2,1106.42,10.0,1991.56,Partner
TXN_00148362,CUST_022390,PROD_00718,LOC_0150,2021-10-31,10,5705.12,20.0,45640.96,Online
TXN_00412216,CUST_040048,PROD_00515,LOC_0043,2023-04-27,12,1834.09,5.0,20908.63,Retail
TXN_00404723,CUST_005679,PROD_03300,LOC_0171,2024-04-11,6,6980.72,5.0,39790.1,Partner
TXN_00084561,CUST_009829,PROD_01311,LOC_0079,2023-08-11,7,3328.98,15.0,19807.43,Partner
TXN_00173118,CUST_013307,PROD_02245,LOC_0056,2024-07-05,11,3515.38,5.0,36735.72,Direct Sales
TXN_00191837,CUST_019175,PROD_01427,LOC_0139,2021-05-02,19,6790.87,20.0,103221.22,Retail
TXN_00414102,CUST_030669,PROD_02796,LOC_0116,2021-12-19,9,1209.36,0.0,10884.24,Retail
TXN_00397624,CUST_026714,PROD_02305,LOC_0195,2023-12-16,16,1852.06,20.0,23706.37,Retail
TXN_00214517,CUST_022453,PROD_02142,LOC_0112,2023-01-16,19,120.24,0.0,2284.56,Online
TXN_00353420,CUST_039613,PROD_00230,LOC_0246,2025-04-09,4,1738.63,10.0,6259.07,Online
TXN_00346806,CUST_001446,PROD_00065,LOC_0121,2023-05-19,7,5947.17,0.0,41630.19,Direct Sales
TXN_00136539,CUST_019797,PROD_04721,LOC_0125,2024-08-01,15,6530.09,5.0,93053.78,Partner
TXN_00097060,CUST_046600,PROD_04425,LOC_0167,2025-03-25,11,3822.99,5.0,39950.25,Retail
TXN_00496520,CUST_012951,PROD_03265,LOC_0141,2023-01-09,19,801.59,5.0,14468.7,Online
TXN_00124106,CUST_041482,PROD_01184,LOC_0092,2024-08-26,15,3368.29,10.0,45471.92,Direct Sales
TXN_00426394,CUST_035909,PROD_03459,LOC_0035,2021-04-29,4,2817.44,15.0,9579.3,Partner
TXN_00489669,CUST_032292,PROD_02582,LOC_0061,2021-07-21,18,3201.74,0.0,57631.32,Online
TXN_00375312,CUST_009441,PROD_01635,LOC_0024,2025-08-15,18,8913.39,15.0,136374.87,Retail
TXN_00297608,CUST_006049,PROD_02387,LOC_0032,2025-10-09,19,1613.04,5.0,29115.37,Direct Sales
TXN_00051600,CUST_010736,PROD_01635,LOC_0155,2025-01-10,15,3413.88,20.0,40966.56,Direct Sales
TXN_00427301,CUST_002873,PROD_00634,LOC_0120,2024-05-13,7,6506.5,20.0,36436.4,Direct Sales
TXN_00125884,CUST_004172,PROD_00403,LOC_0166,2025-07-14,11,8362.54,20.0,73590.35,Direct Sales
TXN_00268428,CUST_019161,PROD_03309,LOC_0046,2026-06-15,12,5256.52,0.0,63078.24,Direct Sales
TXN_00432585,CUST_027506,PROD_04191,LOC_0098,2023-06-13,12,2027.66,20.0,19465.54,Partner
TXN_00345808,CUST_024389,PROD_01444,LOC_0176,2025-12-12,17,6822.0,15.0,98577.9,Retail
TXN_00285354,CUST_044773,PROD_00331,LOC_0047,2025-01-13,11,1772.98,20.0,15602.22,Retail
TXN_00301520,CUST_015353,PROD_02686,LOC_0157,2026-06-15,4,4843.6,5.0,18405.68,Retail
TXN_00307680,CUST_032210,PROD_02788,LOC_0221,2024-04-13,13,7351.41,5.0,90789.91,Partner
TXN_00419626,CUST_021928,PROD_03585,LOC_0165,2025-06-03,10,6184.92,5.0,58756.74,Partner
TXN_00350875,CUST_038282,PROD_02293,LOC_0074,2023-03-08,12,7506.94,0.0,90083.28,Direct Sales
TXN_00374920,CUST_042342,PROD_00876,LOC_0018,2025-01-28,9,2158.75,0.0,19428.75,Retail
TXN_00428819,CUST_024704,PROD_01768,LOC_0025,2021-07-03,17,3445.56,5.0,55645.79,Partner
TXN_00118934,CUST_002588,PROD_03061,LOC_0222,2025-07-02,17,5033.44,10.0,77011.63,Online
TXN_00134362,CUST_042661,PROD_01184,LOC_0088,2024-05-04,12,8179.61,20.0,78524.26,Retail
TXN_00332419,CUST_002607,PROD_04254,LOC_0231,2024-11-12,12,8068.13,5.0,91976.68,Direct Sales
TXN_00211445,CUST_018785,PROD_01800,LOC_0132,2022-10-04,15,928.01,15.0,11832.13,Partner
TXN_00057982,CUST_000284,PROD_04619,LOC_0128,2022-04-01,19,8676.55,10.0,148369.0,Partner
TXN_00421885,CUST_036497,PROD_01289,LOC_0214,2024-05-19,1,3879.68,15.0,3297.73,Partner
TXN_00356136,,PROD_02325,LOC_0052,2025-05-11,6,5729.37,10.0,30938.6,Direct Sales
TXN_00166969,CUST_032650,PROD_02430,LOC_0063,2021-09-14,16,2684.12,15.0,36504.03,Partner
TXN_00146502,,PROD_04622,LOC_0137,2023-01-03,12,8898.83,0.0,106785.96,Partner
TXN_00317265,CUST_038673,PROD_02363,LOC_0049,2023-06-08,2,7823.53,5.0,14864.71,Direct Sales
TXN_00174971,CUST_008854,PROD_02085,LOC_0015,2024-06-03,11,8085.16,5.0,84489.92,Retail
TXN_00139304,CUST_037979,PROD_01114,LOC_0148,2026-01-12,17,6513.79,15.0,94124.27,Online
TXN_00115584,CUST_041140,PROD_02235,LOC_0091,2021-06-05,12,2534.18,10.0,27369.14,Direct Sales
TXN_00196425,CUST_030033,PROD_01970,LOC_0004,2026-04-25,16,4689.1,20.0,60020.48,Online
TXN_00041674,CUST_036816,PROD_00459,LOC_0239,2024-07-31,15,3250.96,10.0,43887.96,Online
TXN_00389283,CUST_041287,PROD_03356,LOC_0236,2021-02-25,9,2425.85,5.0,20741.02,Online
TXN_00265095,CUST_023133,PROD_01948,LOC_0224,2024-01-20,7,800.38,15.0,4762.26,Partner
TXN_00272303,CUST_025938,PROD_02343,LOC_0092,2026-01-31,6,5112.11,5.0,29139.03,Partner
TXN_00244830,CUST_024942,PROD_02858,LOC_0044,2022-03-24,1,4936.09,5.0,4689.29,Direct Sales
TXN_00384545,CUST_016807,PROD_04019,LOC_0148,2023-07-05,13,5744.47,10.0,67210.3,Direct Sales
TXN_00474364,CUST_001260,PROD_04885,LOC_0026,2024-12-17,19,3396.5,0.0,64533.5,Online
TXN_00226982,CUST_036405,PROD_03831,LOC_0171,2022-02-26,4,260.03,15.0,884.1,Online
TXN_00472309,CUST_011414,PROD_04626,LOC_0085,2023-10-07,3,1646.9,20.0,3952.56,Online
TXN_00296436,CUST_002242,PROD_02194,LOC_0189,2021-11-08,19,699.21,5.0,12620.74,Online
TXN_00183349,CUST_011868,PROD_00460,LOC_0064,2025-06-15,7,8256.99,5.0,54908.98,Retail
TXN_00271405,CUST_013416,PROD_00213,LOC_0125,2022-12-15,8,3786.88,10.0,27265.54,Direct Sales
TXN_00069559,CUST_045856,PROD_01682,LOC_0086,2023-01-13,16,4435.76,0.0,70972.16,Retail
TXN_00186607,CUST_032828,PROD_02544,LOC_0227,2025-12-06,7,712.06,20.0,3987.54,Online
TXN_00377273,CUST_029100,PROD_00400,LOC_0046,2022-01-17,11,2580.18,0.0,28381.98,Direct Sales
TXN_00111950,CUST_023262,PROD_01573,LOC_0127,2024-11-16,8,8697.28,15.0,59141.5,Partner
TXN_00427184,CUST_013791,PROD_02519,LOC_0003,2021-09-22,17,3685.86,5.0,59526.64,Partner
TXN_00367784,CUST_012958,PROD_01853,LOC_0232,2026-03-08,14,5170.59,15.0,61530.02,Retail
TXN_00177680,CUST_019679,PROD_04223,LOC_0170,2022-01-28,17,4153.21,20.0,56483.66,Partner
TXN_00171649,CUST_002369,PROD_01457,LOC_0167,2025-08-25,6,9348.43,20.0,44872.46,Online
TXN_00188195,CUST_048098,PROD_02490,LOC_0080,2024-08-13,18,5300.72,5.0,90642.31,Partner
TXN_00292620,CUST_008943,PROD_00703,LOC_0153,2026-04-20,4,6347.21,0.0,25388.84,Direct Sales
TXN_00488817,CUST_024634,PROD_00394,LOC_0078,2021-12-26,12,6894.5,20.0,66187.2,Retail
TXN_00248890,CUST_033439,PROD_00024,LOC_0072,2024-04-14,13,4499.0,15.0,49713.95,Online
TXN_00315002,CUST_031430,PROD_02545,LOC_0006,2025-07-17,6,3324.68,20.0,15958.46,Direct Sales
TXN_00479507,CUST_022614,PROD_04928,LOC_0166,2025-05-12,8,1186.01,5.0,9013.68,Partner
TXN_00378060,CUST_005149,PROD_04163,LOC_0140,2021-03-07,12,4036.94,5.0,46021.12,Online
TXN_00403733,CUST_041975,PROD_01358,LOC_0041,2021-06-23,17,8928.19,10.0,136601.31,Retail
TXN_00012064,CUST_035099,PROD_04126,LOC_0086,2022-10-10,7,5372.81,15.0,31968.22,Retail
TXN_00085668,CUST_001765,PROD_00309,LOC_0094,2021-09-08,16,1177.69,20.0,15074.43,Retail
TXN_00219811,CUST_001282,PROD_01943,LOC_0019,2023-04-04,11,230.87,15.0,2158.63,Online
TXN_00176504,CUST_023710,PROD_04225,LOC_0018,2022-02-22,15,6750.68,20.0,81008.16,Retail
TXN_00104499,CUST_038794,PROD_02909,LOC_0169,2022-07-08,9,7867.62,15.0,60187.29,Direct Sales
TXN_00313416,CUST_037981,PROD_02893,LOC_0174,2021-08-10,6,134.07,5.0,764.2,Online
TXN_00444336,CUST_043148,PROD_04013,LOC_0005,2021-02-03,18,5820.99,10.0,94300.04,Partner
TXN_00439631,CUST_006853,PROD_02070,LOC_0144,2024-06-21,18,3462.13,0.0,62318.34,Partner
TXN_00150375,CUST_019869,PROD_02056,LOC_0165,2022-06-18,13,5174.7,10.0,60543.99,Retail
TXN_00100778,CUST_013174,PROD_01989,LOC_0218,2021-06-03,1,820.32,5.0,779.3,Retail
TXN_00316613,CUST_043838,PROD_04253,LOC_0056,2025-10-26,16,4973.99,0.0,79583.84,Direct Sales
TXN_00145196,CUST_041369,PROD_01316,LOC_0114,2026-01-10,19,7231.84,20.0,109923.97,Partner
TXN_00429409,CUST_034909,PROD_04277,LOC_0196,2024-04-25,4,9804.05,15.0,33333.77,Retail
TXN_00030918,CUST_017630,PROD_01106,LOC_0181,2025-10-31,11,6343.03,0.0,69773.33,Online
TXN_00114017,CUST_044345,PROD_04807,LOC_0231,2025-11-15,11,2929.7,5.0,30615.36,Partner
TXN_00372817,CUST_022290,PROD_00062,LOC_0242,2026-03-29,12,8334.64,15.0,85013.33,Partner
TXN_00456088,CUST_039441,PROD_03832,LOC_0073,2022-02-17,15,4845.01,0.0,72675.15,Retail
TXN_00329312,CUST_015254,PROD_00060,LOC_0127,2024-08-19,7,786.09,0.0,5502.63,Retail
TXN_00053071,CUST_049936,PROD_02114,LOC_0072,2022-09-24,7,4215.22,20.0,23605.23,Direct Sales
TXN_00178443,CUST_040459,PROD_03916,LOC_0183,2021-11-27,16,6117.12,10.0,88086.53,Retail
TXN_00151374,CUST_006691,PROD_01010,LOC_0164,2021-03-13,4,726.15,10.0,2614.14,Direct Sales
TXN_00190566,CUST_046530,PROD_04403,LOC_0108,2025-11-20,15,8236.98,5.0,117376.96,Partner
TXN_00223812,CUST_006189,PROD_04389,LOC_0046,2021-05-30,13,3476.13,20.0,36151.75,Online
TXN_00491500,CUST_049140,PROD_03075,LOC_0139,2023-12-19,1,1198.82,10.0,1078.94,Direct Sales
TXN_00021215,,PROD_01832,LOC_0198,2021-01-15,14,9669.31,0.0,135370.34,Retail
TXN_00382910,CUST_033947,PROD_03288,LOC_0247,2022-06-11,12,8219.5,20.0,78907.2,Retail
TXN_00252809,CUST_010085,PROD_04028,LOC_0085,2023-02-21,13,2161.2,0.0,28095.6,Direct Sales
TXN_00143823,CUST_037753,PROD_02638,LOC_0135,2022-01-30,15,7229.38,5.0,103018.66,Retail
TXN_00391853,CUST_009426,PROD_04902,LOC_0023,2023-08-12,1,5935.41,10.0,5341.87,Direct Sales
TXN_00152031,CUST_029621,PROD_02804,LOC_0046,2021-07-23,2,5641.23,20.0,9025.97,Retail
TXN_00050611,CUST_000418,PROD_04796,LOC_0190,2021-02-03,8,9200.65,10.0,66244.68,Partner
TXN_00131477,CUST_043459,PROD_00643,LOC_0157,2024-02-13,12,7010.38,15.0,71505.88,Online
TXN_00373663,CUST_011670,PROD_04415,LOC_0237,2024-04-10,9,8922.08,15.0,68253.91,Retail
TXN_00466334,,PROD_01403,LOC_0136,2026-02-16,13,1260.07,5.0,15561.86,Partner
TXN_00469284,CUST_022598,PROD_02444,LOC_0055,2024-04-15,19,9326.94,5.0,168351.27,Partner
TXN_00442041,CUST_024417,PROD_03743,LOC_0072,2026-01-28,17,7548.8,20.0,102663.68,Direct Sales
TXN_00321441,CUST_005724,PROD_04838,LOC_0183,2024-04-22,15,9627.69,15.0,122753.05,Direct Sales
TXN_00035664,CUST_046366,PROD_02792,LOC_0092,2023-12-08,16,8574.34,0.0,137189.44,Online
TXN_00153120,,PROD_02030,LOC_0097,2023-05-10,10,8330.5,15.0,70809.25,Partner
TXN_00159054,CUST_032865,PROD_04676,LOC_0197,2022-08-23,11,3946.66,5.0,41242.6,Direct Sales
TXN_00314987,CUST_044397,PROD_04717,LOC_0210,2022-11-17,13,5030.88,20.0,52321.15,Partner
TXN_00185459,CUST_024948,PROD_00446,LOC_0075,2021-03-06,12,7658.6,5.0,87308.04,Direct Sales
TXN_00090580,CUST_034680,PROD_03540,LOC_0173,2022-01-25,2,6570.51,0.0,13141.02,Retail
TXN_00425615,CUST_000798,PROD_04770,LOC_0087,2024-09-01,13,3117.21,10.0,36471.36,Online
TXN_00181408,CUST_026957,PROD_00826,LOC_0084,2021-03-23,5,1130.47,0.0,5652.35,Partner
TXN_00482868,CUST_035239,PROD_01495,LOC_0050,2024-11-07,3,7881.18,5.0,22461.36,Retail
TXN_00313432,CUST_023220,PROD_04494,LOC_0242,2025-02-24,18,1766.95,20.0,25444.08,Online
TXN_00203940,CUST_047084,PROD_00650,LOC_0064,2023-03-02,13,4530.5,15.0,50062.02,Partner
TXN_00283727,CUST_022209,PROD_03732,LOC_0165,2024-12-15,17,7215.72,5.0,116533.88,Online
TXN_00498033,CUST_014016,PROD_03029,LOC_0230,2024-03-04,13,2729.81,20.0,28390.02,Partner
TXN_00151992,CUST_027075,PROD_04954,LOC_0115,2023-07-30,12,7479.82,5.0,85269.95,Retail
TXN_00393957,CUST_047532,PROD_01387,LOC_0014,2021-07-09,13,8720.41,0.0,113365.33,Retail
TXN_00493011,CUST_000163,PROD_03440,LOC_0054,2025-12-31,12,1278.78,5.0,14578.09,Direct Sales
TXN_00124174,CUST_039740,PROD_00652,LOC_0148,2025-11-05,15,1810.54,10.0,24442.29,Retail
TXN_00015160,CUST_030327,PROD_00721,LOC_0065,2023-06-17,8,2008.57,10.0,14461.7,Online
TXN_00389823,CUST_041542,PROD_01630,LOC_0051,2026-01-02,2,7030.01,0.0,14060.02,Partner
TXN_00227763,,PROD_01276,LOC_0152,2025-04-07,6,9010.95,5.0,51362.42,Partner
TXN_00408169,CUST_012766,PROD_01275,LOC_0086,2021-04-06,4,3274.23,0.0,13096.92,Online
TXN_00156026,CUST_011536,PROD_03043,LOC_0058,2021-05-23,11,6259.72,5.0,65414.07,Direct Sales
TXN_00377467,CUST_007306,PROD_01352,LOC_0111,2026-03-11,6,137.78,5.0,785.35,Partner
TXN_00343590,CUST_014547,PROD_04799,LOC_0224,2026-04-07,4,5005.24,20.0,16016.77,Direct Sales
TXN_00197795,CUST_043109,PROD_04738,LOC_0182,2025-07-17,13,7637.03,20.0,79425.11,Partner
TXN_00456722,CUST_003707,PROD_03595,LOC_0031,2025-04-23,5,750.92,0.0,3754.6,Partner
TXN_00164699,CUST_030301,PROD_02569,LOC_0114,2025-08-07,17,311.46,5.0,5030.08,Partner
TXN_00441546,CUST_031103,PROD_04891,LOC_0161,2025-06-28,12,7814.24,0.0,93770.88,Direct Sales
TXN_00450430,CUST_048479,PROD_00814,LOC_0183,2022-03-12,17,9434.56,15.0,136329.39,Online
TXN_00480396,CUST_020413,PROD_01209,LOC_0081,2022-09-28,14,7762.07,15.0,92368.63,Retail
TXN_00399528,CUST_028061,PROD_03540,LOC_0154,2025-10-01,6,6740.4,5.0,38420.28,Online
TXN_00027572,CUST_046505,PROD_01615,LOC_0190,2022-04-28,14,7869.32,15.0,93644.91,Direct Sales
TXN_00100637,CUST_045803,PROD_04537,LOC_0191,2023-04-26,19,1917.0,15.0,30959.55,Direct Sales
TXN_00251365,CUST_040010,PROD_02044,LOC_0154,2021-11-27,14,7448.49,20.0,83423.09,Partner
TXN_00440366,CUST_009171,PROD_02468,LOC_0196,2024-09-13,2,5750.67,0.0,11501.34,Partner
TXN_00460664,CUST_017724,PROD_01526,LOC_0142,2024-04-10,14,9836.92,0.0,137716.88,Direct Sales
TXN_00349755,CUST_033664,PROD_02292,LOC_0204,2021-11-29,19,2755.0,0.0,52345.0,Direct Sales
TXN_00372270,CUST_048986,PROD_04354,LOC_0044,2025-01-01,10,6891.04,20.0,55128.32,Direct Sales
TXN_00287480,CUST_049828,PROD_02664,LOC_0029,2024-12-21,6,3621.9,5.0,20644.83,Online
TXN_00025714,CUST_013814,PROD_01056,LOC_0240,2023-09-06,17,1899.42,20.0,25832.11,Online
