supplier_id,supplier_name,supplier_category,country,region,performance_rating,contract_status,supplier_since
SUP_00287,Wilson-Ramirez,Technology Vendor,Germany,Europe,1.09,Expired,2022-03-30
SUP_00288,Bruce-Villegas,Equipment Supplier,UK,Europe,1.28,Active,2025-06-30
SUP_00289,"Leonard, Hawkins and Lynch",Raw Materials,,Europe,2.61,Active,2024-08-12
SUP_00290,"Adams, White and Park",Logistics Provider,United States,Latin America,4.94,Expired,2022-09-12
SUP_00291,Bell-White,Logistics Provider,USA,Asia Pacific,3.95,Active,2021-10-15
SUP_00292,"Morales, Thomas and Schultz",Maintenance Provider,Germany,North America,2.19,Expired,2021-03-03
SUP_00293,"Moreno, Bennett and Chavez",Professional Services,Canada,Europe,1.17,Active,2021-11-12
SUP_00294,Griffith-Frank,Raw Materials,France,Asia Pacific,1.44,Active,2024-02-13
SUP_00295,Ware and Sons,Equipment Supplier,Sweden,Latin America,4.8,Expired,2021-11-12
SUP_00296,"Williams, Miller and Ramos",Maintenance Provider,Germany,Latin America,4.93,Expired,2023-05-01
SUP_00297,"Ramos, Nelson and Fischer",Maintenance Provider,Japan,Asia Pacific,3.45,Active,2021-08-17
SUP_00298,Rodriguez-Gregory,Equipment Supplier,Sweden,Latin America,2.61,Expired,2024-04-04
SUP_00299,"Estrada, Williams and Foster",Equipment Supplier,France,North America,,Active,2024-04-17
SUP_00300,Harris and Sons,Technology Vendor,Canada,North America,1.15,Pending Renewal,2025-03-20
SUP_00301,Roberts-Wilson,Professional Services,Japan,Europe,1.23,Pending Renewal,2023-09-25
SUP_00302,Thompson-James,Equipment Supplier,USA,North America,3.39,Active,2024-11-12
SUP_00303,"Hansen, Barnett and Gomez",Equipment Supplier,Germany,Europe,4.03,Active,2023-03-08
SUP_00304,"Williams, Smith and Morse",Equipment Supplier,Japan,Asia Pacific,1.9,Active,2025-09-26
SUP_00305,"Patterson, Sullivan and Bowman",Raw Materials,India,North America,4.58,Expired,2022-08-04
SUP_00306,Smith-Nguyen,Equipment Supplier,Germany,North America,2.09,Active,2025-05-27
SUP_00307,"Stevens, Norris and Cox",Technology Vendor,Germany,North America,4.45,Expired,2023-05-27
SUP_00308,Sanchez PLC,Professional Services,Japan,North America,3.94,Active,2023-03-15
SUP_00309,Foster LLC,Maintenance Provider,Sweden,Asia Pacific,2.04,Active,2025-02-05
SUP_00310,Cook and Sons,Maintenance Provider,Canada,Europe,4.85,Active,2021-06-03
SUP_00311,"Wilson, Hicks and Bullock",Professional Services,Sweden,North America,4.4,Active,2022-12-02
SUP_00312,"Mullen, Brewer and Hernandez",Professional Services,Japan,Europe,4.63,Active,2021-07-26
SUP_00313,Gonzalez-Morrison,Equipment Supplier,Japan,Europe,4.46,Active,2025-03-05
SUP_00314,"Jones, Bean and Burton",Logistics Provider,Japan,Asia Pacific,4.4,Expired,2023-07-20
SUP_00315,"Wolf, Cole and Glass",Equipment Supplier,US,North America,1.95,Pending Renewal,2024-02-07
SUP_00316,"Downs, Morris and Maddox",Equipment Supplier,Sweden,Asia Pacific,4.01,Active,2022-09-27
SUP_00317,Jones-Ramos,Technology Vendor,Germany,North America,2.86,Expired,2022-08-31
SUP_00318,Vargas-Bell,Equipment Supplier,Canada,Europe,1.91,Pending Renewal,2021-05-29
SUP_00319,Hayes-Brown,Technology Vendor,Canada,Latin America,4.33,Active,2025-07-27
SUP_00320,Newman Inc,Professional Services,India,Europe,3.47,Pending Renewal,2024-05-18
SUP_00321,"Cruz, Carpenter and Best",Technology Vendor,US,Latin America,3.54,Active,2025-01-22
SUP_00322,Cole PLC,Maintenance Provider,Germany,Latin America,2.13,Active,2024-07-31
SUP_00323,Jacobs-Mason,Technology Vendor,US,Latin America,2.37,Active,2026-04-06
SUP_00324,Garcia-Nolan,Professional Services,France,North America,4.16,Active,2022-11-20
SUP_00325,"Miller, Lucas and Williams",Logistics Provider,Sweden,Europe,2.2,Active,2024-11-20
SUP_00326,Warren-Bishop,Technology Vendor,France,North America,2.89,Active,2022-12-31
SUP_00327,Hughes-Schroeder,Technology Vendor,Japan,Asia Pacific,4.49,Pending Renewal,2024-09-23
SUP_00328,Mccormick Ltd,Logistics Provider,United Kingdom,Latin America,3.59,Active,2022-11-03
SUP_00329,Davis-Gregory,Professional Services,,Asia Pacific,1.09,Active,2022-07-24
SUP_00330,"York, Brandt and Morrison",Equipment Supplier,India,Latin America,2.01,Active,2021-10-29
SUP_00331,Aguilar and Sons,Technology Vendor,Canada,Europe,4.99,Active,2026-01-13
SUP_00332,Ponce-Hale,Professional Services,United Kingdom,North America,3.77,Active,2023-02-26
SUP_00333,"Fletcher, Miller and Hansen",Maintenance Provider,Canada,Asia Pacific,1.92,Active,2024-07-14
SUP_00334,Li-Santiago,Maintenance Provider,Germany,North America,1.6,Active,2025-07-21
SUP_00335,"Osborn, Gaines and Davis",Professional Services,UK,Asia Pacific,3.55,Active,2024-09-06
SUP_00336,"Cox, Cox and White",Equipment Supplier,US,North America,2.25,Active,2022-03-06
SUP_00337,Lee-Cooke,Technology Vendor,France,Asia Pacific,1.85,Active,2021-11-07
SUP_00338,Richard-Garcia,Logistics Provider,USA,Latin America,,Active,2025-03-27
SUP_00339,"Stephenson, Johnson and Rogers",Logistics Provider,Germany,Latin America,1.74,Expired,2025-03-18
SUP_00340,Harper and Sons,Equipment Supplier,United Kingdom,Latin America,4.38,Expired,2021-11-22
SUP_00341,"Wise, Lamb and Martin",Logistics Provider,Germany,North America,1.13,Pending Renewal,2023-05-28
SUP_00342,Diaz-Ball,Maintenance Provider,Germany,Latin America,2.85,Active,2026-04-29
SUP_00343,"Mitchell, Goodman and Cole",Maintenance Provider,India,North America,3.74,Active,2023-12-08
SUP_00344,Sheppard-Mueller,Raw Materials,France,Latin America,1.64,Active,2025-12-19
SUP_00345,Richardson PLC,Technology Vendor,United Kingdom,North America,4.19,Active,2026-05-29
SUP_00346,Hammond-Strickland,Professional Services,United Kingdom,North America,1.29,Active,2023-10-06
SUP_00347,Burch-Montoya,Maintenance Provider,France,Asia Pacific,2.17,Active,2025-05-27
SUP_00348,Salas Inc,Maintenance Provider,US,Latin America,4.63,Active,2024-07-10
SUP_00349,Spencer-Garcia,Raw Materials,Germany,Latin America,1.97,Pending Renewal,2025-08-24
SUP_00350,Mitchell and Sons,Maintenance Provider,Japan,Asia Pacific,3.47,Active,2022-07-02
SUP_00351,"Hernandez, Kim and Potts",Technology Vendor,Canada,Latin America,2.31,Active,2022-03-22
SUP_00352,Wilkerson-Arias,Professional Services,US,North America,10.0,Expired,2023-04-13
SUP_00353,Shaw-Young,Technology Vendor,,Europe,4.91,Active,2026-06-19
SUP_00354,Walker-Flores,Technology Vendor,,Europe,1.16,Active,2021-07-18
SUP_00355,"Santos, Moody and Taylor",Professional Services,Japan,Asia Pacific,3.83,Active,2022-07-30
SUP_00356,Horton-Taylor,Raw Materials,,North America,3.84,Expired,2024-11-16
SUP_00357,Gilbert-Bullock,Maintenance Provider,Canada,Latin America,4.13,Active,2021-02-08
SUP_00358,Conley PLC,Equipment Supplier,India,Asia Pacific,4.58,Active,2026-03-02
SUP_00359,"Rose, Rodriguez and Roberts",Technology Vendor,Canada,Europe,2.92,Active,2022-08-28
SUP_00360,Allen Ltd,Maintenance Provider,Sweden,Europe,1.33,Active,2025-05-12
SUP_00361,Brown-Copeland,Professional Services,India,Latin America,2.92,Active,2023-09-30
SUP_00362,"Smith, Robertson and Allen",Maintenance Provider,Germany,Asia Pacific,2.35,Active,2021-10-16
SUP_00363,Smith-Gomez,Equipment Supplier,India,North America,1.65,Active,2024-02-19
SUP_00364,Beck Inc,Professional Services,Germany,Europe,,Pending Renewal,2023-11-17
SUP_00365,Jones-Fox,Technology Vendor,Germany,Latin America,2.61,Active,2023-10-15
SUP_00366,"Spencer, Myers and Harrison",Raw Materials,France,Asia Pacific,4.36,Active,2024-06-29
SUP_00367,King-Smith,Technology Vendor,UK,Asia Pacific,3.97,Active,2025-05-01
SUP_00368,Allen-Sandoval,Logistics Provider,Sweden,Latin America,4.07,Active,2021-07-27
SUP_00369,"Moss, Cook and Williams",Equipment Supplier,Canada,North America,3.31,Active,2024-01-01
SUP_00370,"Thompson, Maxwell and Marshall",Logistics Provider,UK,Europe,4.49,Pending Renewal,2024-10-26
SUP_00371,"White, Taylor and Baldwin",Technology Vendor,France,Asia Pacific,4.97,Active,2026-03-08
SUP_00372,Carter Inc,Equipment Supplier,United Kingdom,Latin America,3.49,Active,2025-05-06
SUP_00373,Stewart LLC,Equipment Supplier,India,North America,4.1,Active,2023-10-31
SUP_00374,"Kennedy, Johnson and Lucas",Technology Vendor,France,Asia Pacific,1.95,Pending Renewal,2022-07-28
SUP_00375,Glenn LLC,Professional Services,India,North America,1.28,Active,2022-07-03
SUP_00376,Kim-Ross,Professional Services,France,Latin America,2.78,Active,2023-06-02
SUP_00377,Morgan-Lopez,Technology Vendor,United States,Latin America,1.38,Active,2024-10-20
SUP_00378,Glass-Stone,Logistics Provider,US,North America,2.03,Active,2025-05-27
SUP_00379,"Coleman, Jordan and Carney",Logistics Provider,India,North America,1.52,Pending Renewal,2021-12-28
SUP_00380,Morris-Miller,Equipment Supplier,India,Asia Pacific,4.53,Active,2024-08-18
SUP_00381,Griffin-Robbins,Professional Services,Japan,Europe,2.35,Expired,2021-12-01
SUP_00382,Bell-Williams,Logistics Provider,US,North America,3.35,Pending Renewal,2025-10-12
SUP_00383,Mendez-Graham,Maintenance Provider,US,Latin America,1.67,Active,2024-07-06
SUP_00384,Jones Ltd,Professional Services,United Kingdom,Asia Pacific,3.13,Expired,2023-03-26
SUP_00385,"Owen, Shelton and Cisneros",Logistics Provider,Japan,Latin America,4.46,Active,2021-10-14
SUP_00386,"Gregory, Kim and Martinez",Logistics Provider,Germany,North America,2.08,Active,2022-04-19
SUP_00387,"Diaz, Reyes and Bradley",Logistics Provider,India,North America,1.21,Active,2024-04-28
SUP_00388,"Cole, Watson and Wallace",Professional Services,Germany,Europe,4.74,Active,2021-06-04
SUP_00389,Moreno Group,Maintenance Provider,,Asia Pacific,3.75,Active,2022-09-23
SUP_00390,Wright-Wilson,Equipment Supplier,Canada,Latin America,1.02,Pending Renewal,2025-01-15
SUP_00391,Holmes-Mcintyre,Raw Materials,Canada,North America,3.32,Active,2021-08-25
SUP_00392,Padilla-Lewis,Logistics Provider,,Europe,3.13,Active,2024-05-12
SUP_00393,"Hendricks, Henry and Martinez",Logistics Provider,France,North America,,Active,2025-09-07
SUP_00394,Thompson-Reeves,Technology Vendor,India,Latin America,1.75,Active,2026-06-24
SUP_00395,"Ponce, Downs and Contreras",Maintenance Provider,United Kingdom,Latin America,4.47,Active,2024-11-24
SUP_00396,"Daniels, Vance and York",Technology Vendor,Canada,North America,2.5,Active,2024-11-28
SUP_00397,"Little, Leon and Hicks",Technology Vendor,Canada,North America,4.48,Active,2021-09-01
SUP_00398,Conner and Sons,Raw Materials,Sweden,Asia Pacific,3.76,Active,2025-05-05
SUP_00399,Ward PLC,Maintenance Provider,Germany,Asia Pacific,2.58,Active,2023-01-11
SUP_00400,"Anderson, Henson and Jones",Logistics Provider,Canada,Europe,,Active,2023-03-10
SUP_00401,"Higgins, Fox and Hammond",Raw Materials,India,North America,2.63,Expired,2025-07-10
SUP_00402,Martinez LLC,Professional Services,USA,North America,2.15,Active,2024-07-12
SUP_00403,Owens-Holmes,Maintenance Provider,Canada,North America,,Active,2021-09-15
SUP_00404,"Bowman, White and Burch",Technology Vendor,France,Europe,4.51,Active,2023-05-18
SUP_00405,Guerra PLC,Raw Materials,UK,Asia Pacific,1.48,Active,2021-11-03
SUP_00406,Martin Ltd,Raw Materials,,North America,2.47,Active,2022-03-29
SUP_00407,"Jacobson, Singleton and King",Logistics Provider,UK,Asia Pacific,3.19,Active,2024-06-27
SUP_00408,"Hill, Weber and Mendez",Equipment Supplier,Japan,North America,1.91,Active,2021-07-07
SUP_00409,"Jackson, David and Moore",Maintenance Provider,Germany,Latin America,3.57,Expired,2024-08-14
SUP_00410,"Winters, Morgan and Bradshaw",Professional Services,United States,Asia Pacific,4.45,Active,2021-03-24
SUP_00411,Miller Ltd,Professional Services,France,Latin America,4.26,Active,2025-03-27
SUP_00412,Curtis-Wang,Professional Services,UK,Europe,1.98,Active,2023-04-16
SUP_00413,"Johnson, Small and Gardner",Maintenance Provider,Germany,Latin America,3.99,Active,2024-07-11
SUP_00414,Webb-Ballard,Professional Services,,North America,1.78,Active,2024-10-06
SUP_00415,Chavez-Barker,Logistics Provider,India,North America,4.82,Active,2021-11-14
SUP_00416,Washington-Harris,Logistics Provider,Germany,Asia Pacific,4.74,Active,2024-05-01
SUP_00417,Hensley-Flores,Professional Services,Canada,Europe,,Active,2026-06-05
SUP_00418,Hester-Anderson,Professional Services,France,Asia Pacific,,Active,2023-01-14
SUP_00419,"Rodriguez, Allen and Martinez",Logistics Provider,Japan,Europe,3.87,Active,2023-06-21
SUP_00420,Davis LLC,Technology Vendor,United Kingdom,Latin America,1.49,Active,2026-03-12
SUP_00421,"Barnes, Estes and Barrera",Technology Vendor,,Latin America,4.2,Active,2025-06-20
SUP_00422,"Griffith, Lee and Moore",Raw Materials,India,Latin America,3.27,Active,2026-06-21
SUP_00423,Jimenez-Parker,Logistics Provider,Sweden,Latin America,1.35,Expired,2021-02-16
SUP_00424,Wagner-Levy,Professional Services,Sweden,Latin America,3.53,Pending Renewal,2022-03-08
SUP_00425,Williams-Campbell,Maintenance Provider,India,Europe,3.06,Active,2024-04-13
SUP_00426,"Chambers, Mitchell and Smith",Technology Vendor,Canada,North America,1.7,Active,2021-08-04
SUP_00427,Khan Ltd,Raw Materials,Canada,Latin America,1.95,Expired,2023-01-04
SUP_00428,Diaz-Morales,Equipment Supplier,Canada,Latin America,4.4,Active,2024-02-18
SUP_00429,Cox LLC,Equipment Supplier,US,Europe,3.5,Active,2021-05-28
SUP_00430,"Cole, Pierce and Bryan",Raw Materials,Canada,North America,3.95,Expired,2024-06-04
SUP_00431,"Wilson, Hester and Long",Raw Materials,India,North America,1.71,Active,2025-05-14
SUP_00432,Grant-Diaz,Equipment Supplier,Germany,Latin America,1.93,Active,2021-10-17
SUP_00433,"Hicks, Porter and Williams",Maintenance Provider,United Kingdom,North America,1.57,Active,2021-10-02
SUP_00434,Brock-Stone,Technology Vendor,India,North America,2.62,Active,2021-10-26
SUP_00435,"Taylor, Velazquez and Flores",Raw Materials,,North America,10.0,Active,2023-02-28
SUP_00436,"Stevenson, Evans and Rogers",Logistics Provider,France,Asia Pacific,3.9,Active,2025-07-20
SUP_00437,"Burns, Hart and Wells",Maintenance Provider,India,North America,2.06,Active,2021-02-03
SUP_00438,Nunez-Whitney,Raw Materials,Sweden,Asia Pacific,2.29,Active,2024-03-16
SUP_00439,"Wiggins, Soto and Carlson",Logistics Provider,US,Asia Pacific,2.77,Expired,2022-06-17
SUP_00440,"Patton, Parsons and Lane",Logistics Provider,Sweden,North America,1.93,Active,2024-12-18
SUP_00441,"Castillo, Warren and Griffith",Technology Vendor,France,Latin America,3.72,Active,2025-04-03
SUP_00442,Hernandez-Becker,Maintenance Provider,Canada,Asia Pacific,3.68,Pending Renewal,2021-03-05
SUP_00443,"Rodriguez, Smith and Edwards",Raw Materials,Canada,Europe,4.98,Active,2021-10-31
SUP_00444,"Harris, Shaw and Carr",Maintenance Provider,Sweden,Latin America,3.25,Pending Renewal,2023-08-05
SUP_00445,"Luna, Thornton and Stone",Raw Materials,United Kingdom,North America,1.68,Active,2024-01-31
SUP_00446,"Mendoza, Bennett and Frye",Logistics Provider,France,North America,2.39,Active,2023-07-12
SUP_00447,"Peterson, Gomez and Ingram",Maintenance Provider,Sweden,Asia Pacific,1.94,Active,2024-12-17
SUP_00448,"Lara, Baker and Washington",Professional Services,Japan,Europe,3.95,Expired,2026-04-05
SUP_00449,Grant-Walker,Maintenance Provider,United States,North America,3.08,Active,2026-05-06
SUP_00450,Wise-Bush,Raw Materials,Canada,Latin America,3.43,Active,2024-10-16
SUP_00451,Stewart-Bailey,Professional Services,Sweden,Europe,1.14,Active,2026-02-17
SUP_00452,"Hill, Martinez and Rhodes",Technology Vendor,Canada,North America,2.52,Active,2023-02-01
SUP_00453,Cardenas-Blevins,Raw Materials,US,North America,2.22,Active,2025-06-03
SUP_00454,Williams-Moses,Logistics Provider,India,Europe,,Active,2021-06-08
SUP_00455,Douglas-Burgess,Maintenance Provider,,Asia Pacific,3.27,Active,2022-03-06
SUP_00456,"Nelson, Hoffman and Nelson",Raw Materials,Sweden,Asia Pacific,1.47,Expired,2021-08-08
SUP_00457,"Matthews, Sanchez and Santiago",Technology Vendor,Germany,Europe,4.47,Expired,2023-12-02
SUP_00458,"Hall, Garcia and Rivera",Logistics Provider,Japan,Asia Pacific,4.27,Active,2023-08-06
SUP_00459,"Townsend, Smith and Pierce",Equipment Supplier,Germany,Europe,3.78,Active,2026-02-07
SUP_00460,Delgado-Gilmore,Technology Vendor,Sweden,Europe,4.29,Active,2023-08-13
SUP_00461,"Gonzalez, Maynard and Morris",Logistics Provider,France,North America,3.43,Active,2024-07-19
SUP_00462,Pearson and Sons,Maintenance Provider,Japan,Europe,,Active,2023-12-10
SUP_00463,"Jefferson, Johnson and Dorsey",Raw Materials,USA,Europe,3.67,Active,2023-04-19
SUP_00464,Peck Inc,Logistics Provider,United Kingdom,Europe,1.54,Pending Renewal,2026-06-24
SUP_00465,French-Lopez,Logistics Provider,Sweden,Latin America,2.25,Active,2025-02-11
SUP_00466,Mcdowell-Smith,Logistics Provider,Canada,North America,4.41,Active,2024-02-14
SUP_00467,Hebert LLC,Technology Vendor,Germany,Europe,3.6,Active,2022-07-25
SUP_00468,"Daniels, Snyder and Mays",Equipment Supplier,Germany,North America,1.77,Active,2025-09-04
SUP_00469,Nelson-Lamb,Technology Vendor,France,Asia Pacific,1.23,Active,2022-10-26
SUP_00470,"Stevens, Scott and Lopez",Equipment Supplier,US,Asia Pacific,1.68,Active,2025-01-17
SUP_00471,Bradley-Todd,Maintenance Provider,Sweden,Europe,1.4,Active,2021-12-19
SUP_00472,"Prince, Wilcox and Robertson",Logistics Provider,Sweden,North America,3.53,Active,2021-06-23
SUP_00473,"Davis, Holden and Woods",Logistics Provider,United Kingdom,Asia Pacific,2.23,Active,2026-02-21
SUP_00474,Green and Sons,Technology Vendor,Sweden,Europe,1.52,Expired,2023-06-16
SUP_00475,Finley-Turner,Professional Services,France,Latin America,10.0,Active,2024-12-21
SUP_00476,Green LLC,Professional Services,France,Europe,2.55,Pending Renewal,2024-10-21
SUP_00477,Contreras Group,Maintenance Provider,India,Europe,2.93,Active,2022-09-08
SUP_00478,Parks-Leblanc,Technology Vendor,India,North America,3.72,Active,2025-11-16
SUP_00479,Vaughn-Fowler,Professional Services,UK,North America,1.05,Active,2026-03-02
SUP_00480,Mendez-Robinson,Technology Vendor,United Kingdom,North America,1.26,Active,2021-09-25
SUP_00481,Gibson PLC,Raw Materials,USA,Asia Pacific,3.19,Active,2023-01-20
SUP_00482,"Dunn, Ruiz and Medina",Professional Services,Sweden,Latin America,2.95,Active,2024-08-25
SUP_00483,Gill Ltd,Logistics Provider,Sweden,Latin America,3.61,Expired,2025-02-23
SUP_00484,Fox PLC,Professional Services,United Kingdom,Latin America,2.84,Expired,2024-11-12
SUP_00485,Stark Inc,Raw Materials,United Kingdom,North America,1.41,Active,2021-05-04
SUP_00486,"Leach, Harris and Herrera",Technology Vendor,,North America,2.75,Active,2021-11-27
SUP_00487,"Ramos, Frazier and Love",Technology Vendor,Canada,Europe,2.01,Expired,2023-09-08
SUP_00488,"Griffin, Brown and Anderson",Technology Vendor,Sweden,Asia Pacific,2.55,Active,2023-04-14
SUP_00489,"Brown, Ford and Roman",Raw Materials,USA,Asia Pacific,1.27,Active,2024-12-21
SUP_00490,Scott-Smith,Logistics Provider,Germany,North America,3.05,Active,2022-03-14
SUP_00491,Williams LLC,Raw Materials,UK,Latin America,3.98,Active,2024-11-05
SUP_00492,"Mcknight, Michael and Jones",Equipment Supplier,Germany,Latin America,1.05,Pending Renewal,2026-02-17
SUP_00493,Mitchell and Sons,Technology Vendor,United Kingdom,Latin America,2.85,Pending Renewal,2025-03-23
SUP_00494,"Good, Brewer and Fisher",Equipment Supplier,Sweden,Asia Pacific,3.65,Active,2026-06-15
SUP_00495,West-Stark,Professional Services,Germany,Europe,3.2,Expired,2023-01-28
SUP_00496,Vega Ltd,Technology Vendor,Japan,Latin America,1.08,Active,2025-10-21
SUP_00497,Valdez LLC,Raw Materials,Sweden,North America,4.9,Active,2021-08-26
SUP_00498,"Long, Anderson and Irwin",Logistics Provider,Germany,North America,3.46,Expired,2025-08-02
SUP_00499,Good Group,Technology Vendor,US,North America,2.91,Expired,2024-09-13
SUP_00500,"Coleman, Gray and Hall",Logistics Provider,Canada,North America,2.17,Pending Renewal,2023-07-14
SUP_00501,Hill Ltd,Professional Services,France,North America,4.68,Active,2025-03-16
SUP_00502,Pacheco Group,Technology Vendor,Japan,Latin America,1.51,Active,2024-05-18
SUP_00503,Allen Inc,Raw Materials,Japan,Europe,2.49,Active,2021-07-22
SUP_00504,Griffin Ltd,Raw Materials,Sweden,Europe,1.65,Active,2024-11-11
SUP_00505,Sanchez Inc,Logistics Provider,,North America,1.79,Expired,2023-03-18
SUP_00506,Fernandez Inc,Equipment Supplier,Japan,North America,3.69,Active,2021-10-09
SUP_00507,Young-Hendricks,Logistics Provider,India,North America,4.68,Active,2024-03-01
SUP_00508,"Harper, Chambers and Flores",Professional Services,UK,Europe,4.91,Active,2022-08-29
SUP_00509,Odom PLC,Logistics Provider,France,Asia Pacific,1.22,Active,2022-03-20
SUP_00510,Hill-Hawkins,Raw Materials,France,Asia Pacific,4.75,Active,2024-04-01
SUP_00511,"Buck, Garrett and Simmons",Professional Services,Canada,Europe,3.74,Active,2023-09-22
SUP_00512,David-Powers,Equipment Supplier,Canada,Asia Pacific,,Active,2025-04-26
SUP_00513,Horton-Russell,Professional Services,France,Asia Pacific,3.36,Active,2022-08-25
SUP_00514,Webster Group,Equipment Supplier,India,Europe,1.61,Active,2022-04-29
SUP_00515,Turner Ltd,Raw Materials,Sweden,Asia Pacific,4.04,Active,2021-10-17
SUP_00516,Melendez-Hart,Raw Materials,Canada,Europe,3.97,Expired,2026-04-26
SUP_00517,"Moreno, Price and Scott",Equipment Supplier,Sweden,Latin America,2.61,Expired,2022-10-25
SUP_00518,Nielsen LLC,Technology Vendor,Germany,North America,3.97,Expired,2021-07-05
SUP_00519,"Calderon, Williams and Bennett",Technology Vendor,Germany,Asia Pacific,2.42,Expired,2024-04-28
SUP_00520,Russo and Sons,Maintenance Provider,Sweden,Latin America,4.39,Expired,2025-06-03
SUP_00521,"Ramsey, Hansen and Mendoza",Maintenance Provider,Sweden,North America,1.81,Pending Renewal,2025-10-11
SUP_00522,Turner-Stout,Equipment Supplier,,Latin America,4.03,Expired,2022-03-01
SUP_00523,Hayden Inc,Equipment Supplier,France,Latin America,4.99,Active,2025-02-07
SUP_00524,Rocha-Dominguez,Logistics Provider,UK,Latin America,4.12,Active,2024-11-12
SUP_00525,Herman-Arnold,Maintenance Provider,Canada,North America,2.65,Active,2025-04-05
SUP_00526,Owens-Wong,Maintenance Provider,UK,Europe,1.67,Active,2022-09-11
SUP_00527,Hunt-Crawford,Raw Materials,UK,Latin America,3.35,Active,2021-07-17
SUP_00528,"Harrison, Franco and Rocha",Professional Services,France,Asia Pacific,3.32,Active,2023-01-14
SUP_00529,Williams-Shields,Maintenance Provider,Sweden,Latin America,2.95,Active,2025-01-26
SUP_00530,Green PLC,Logistics Provider,Germany,Asia Pacific,4.3,Active,2024-03-07
SUP_00531,Phillips-Gonzalez,Maintenance Provider,France,Asia Pacific,3.78,Active,2022-04-07
SUP_00532,"Whitaker, Porter and Pena",Professional Services,Canada,Europe,4.15,Active,2024-10-05
SUP_00533,Hines-Burns,Logistics Provider,Japan,North America,1.49,Active,2024-12-22
SUP_00534,"Henry, Jackson and Norton",Logistics Provider,United States,Europe,1.25,Expired,2021-12-06
SUP_00535,"Payne, White and Preston",Raw Materials,India,Asia Pacific,4.73,Active,2026-06-10
SUP_00536,Warren Inc,Logistics Provider,USA,Europe,2.98,Active,2026-03-12
SUP_00537,"Williams, Smith and Taylor",Maintenance Provider,India,Europe,3.99,Active,2024-06-19
SUP_00538,Mann Inc,Professional Services,Canada,Latin America,1.74,Active,2022-03-15
SUP_00539,Brooks-Williamson,Professional Services,Canada,Asia Pacific,3.8,Active,2024-08-30
SUP_00540,"Durham, Hopkins and Smith",Maintenance Provider,France,North America,3.07,Active,2023-12-04
SUP_00541,Smith-Moreno,Technology Vendor,UK,Asia Pacific,10.0,Active,2022-07-06
SUP_00542,Smith-Li,Professional Services,United Kingdom,North America,2.92,Active,2024-09-14
SUP_00543,Rodriguez Inc,Logistics Provider,Japan,North America,1.53,Active,2023-11-18
SUP_00544,Lee PLC,Technology Vendor,,Asia Pacific,4.64,Expired,2022-05-22
SUP_00545,Adams-Sanders,Raw Materials,Sweden,Europe,1.64,Active,2023-01-19
SUP_00546,Stevens-Sanchez,Logistics Provider,Sweden,North America,3.63,Pending Renewal,2024-10-30
SUP_00547,Sutton-Abbott,Logistics Provider,France,Latin America,1.18,Active,2024-08-04
SUP_00548,"Malone, Davis and Gray",Logistics Provider,,Asia Pacific,4.15,Pending Renewal,2024-01-14
SUP_00549,Walsh Ltd,Technology Vendor,Japan,Europe,4.38,Active,2021-12-10
SUP_00550,Bruce-Newman,Logistics Provider,United States,North America,1.13,Active,2022-10-27
SUP_00551,Jacobson Inc,Raw Materials,Canada,Asia Pacific,2.38,Active,2022-04-06
SUP_00552,"Clay, Alvarez and Williams",Maintenance Provider,Germany,Asia Pacific,4.6,Active,2021-05-30
SUP_00553,Lam-Elliott,Logistics Provider,Japan,Asia Pacific,1.51,Expired,2021-03-08
SUP_00554,Smith-Clark,Technology Vendor,United Kingdom,Europe,2.68,Active,2021-10-17
SUP_00555,"Nicholson, Hickman and Evans",Technology Vendor,US,North America,4.92,Active,2024-02-06
SUP_00556,"Davenport, Price and Mosley",Professional Services,India,Europe,,Active,2022-10-28
SUP_00557,"Taylor, Hinton and Ramsey",Logistics Provider,USA,North America,2.4,Active,2023-10-02
SUP_00558,Brown-Kim,Logistics Provider,Canada,North America,2.67,Active,2025-08-10
SUP_00559,Jacobs-Austin,Raw Materials,France,Asia Pacific,3.09,Active,2024-04-09
SUP_00560,Johnson-Nelson,Technology Vendor,Canada,Latin America,3.17,Expired,2026-06-15
SUP_00561,Perez-Tran,Technology Vendor,US,North America,1.33,Active,2023-01-24
SUP_00562,Frazier Ltd,Professional Services,United States,Europe,10.0,Active,2023-02-02
SUP_00563,"Phillips, Wright and Jones",Technology Vendor,US,Europe,2.85,Active,2022-06-22
SUP_00564,Dawson-Walters,Maintenance Provider,UK,Asia Pacific,2.16,Expired,2025-01-23
SUP_00565,Ward-Davis,Equipment Supplier,France,Latin America,2.84,Active,2026-03-07
SUP_00566,Ward-Nelson,Professional Services,India,North America,1.66,Active,2021-09-23
SUP_00567,Jordan PLC,Maintenance Provider,France,Latin America,1.07,Active,2024-01-18
SUP_00568,Garcia-Davis,Logistics Provider,India,Europe,4.48,Active,2024-01-17
SUP_00569,"George, Nguyen and Cruz",Technology Vendor,US,Latin America,4.0,Active,2022-08-09
SUP_00570,Maxwell-Hardy,Maintenance Provider,Canada,North America,2.37,Active,2024-01-28
SUP_00571,Armstrong and Sons,Equipment Supplier,Canada,Latin America,1.42,Active,2024-10-06
SUP_00572,Taylor LLC,Technology Vendor,USA,Asia Pacific,1.37,Active,2022-06-23
SUP_00573,Brown Group,Logistics Provider,Germany,Latin America,3.09,Active,2022-07-08
